"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"1388","RMDQ8_v1","Casado_Amasiado","0.375","174","8","96","78","5","3"
"1389","RMDQ9_v1","Casado_Amasiado","0.517241379310345","153","29","87","66","14","15"
"1390","RMDQ10_v1","Casado_Amasiado","0.5","148","34","84","64","17","17"
"1391","RMDQ11_v1","Casado_Amasiado","0.5","146","36","83","63","18","18"
"1392","RMDQ12_v1","Casado_Amasiado","0.472222222222222","146","36","82","64","19","17"
"1393","RMDQ13_v1","Casado_Amasiado","0.526315789473684","144","38","83","61","18","20"
"1394","RMDQ14_v1","Casado_Amasiado","0.55","142","40","83","59","18","22"
"1395","RMDQ15_v1","Casado_Amasiado","0.541666666666667","158","24","90","68","11","13"
"1396","RMDQ16_v1","Casado_Amasiado","0.516129032258065","151","31","86","65","15","16"
"1397","RMDQ17_v1","Casado_Amasiado","0.461538461538462","143","39","80","63","21","18"
"1398","RMDQ18_v1","Casado_Amasiado","0.516129032258065","151","31","86","65","15","16"
"1399","RMDQ19_v1","Casado_Amasiado","0.518518518518518","155","27","88","67","13","14"
"1400","RMDQ20_v1","Casado_Amasiado","0.5","150","32","85","65","16","16"
"1401","RMDQ21_v1","Casado_Amasiado","0.5","142","40","81","61","20","20"
"1402","RMDQ22_v1","Casado_Amasiado","0.484848484848485","149","33","84","65","17","16"
"1403","RMDQ23_v1","Casado_Amasiado","0.483870967741935","151","31","85","66","16","15"
"1404","RMDQ24_v1","Casado_Amasiado","0.5","152","30","86","66","15","15"
"1405","DN4_1a_v1","Casado_Amasiado","0.469135802469136","102","81","59","43","43","38"
"1406","DN4_1b_v1","Casado_Amasiado","0.675","142","40","90","52","13","27"
"1407","DN4_1c_v1","Casado_Amasiado","0.403846153846154","133","52","73","60","31","21"
"1408","DN4_2a_v1","Casado_Amasiado","0.446808510638298","138","47","78","60","26","21"
"1409","DN4_2b_v1","Casado_Amasiado","0.327272727272727","130","55","67","63","37","18"
"1410","DN4_2c_v1","Casado_Amasiado","0.407407407407407","129","54","70","59","32","22"
"1411","DN4_2d_v1","Casado_Amasiado","0.285714285714286","178","7","99","79","5","2"
"1412","DN4_3a_v1","Casado_Amasiado","0.5","179","6","101","78","3","3"
"1413","DN4_3b_v1","Casado_Amasiado","0.285714285714286","178","7","99","79","5","2"
"1414","DN4_4_v1","Casado_Amasiado","0.4","180","5","101","79","3","2"
"1415","Fuma","Solteiro","0.521739130434783","147","46","88","59","22","24"
"1416","Cirurgia_coluna","Solteiro","0.430555555555556","106","72","64","42","41","31"
"1417","Aposentado","Solteiro","0.264705882352941","156","34","84","72","25","9"
"1418","Desempregado","Solteiro","0.538461538461538","160","26","95","65","12","14"
"1419","Licenca_Medica","Solteiro","0.631578947368421","169","19","100","69","7","12"
"1420","Aposentado_Invalidez","Solteiro","0.5","178","8","105","73","4","4"
"1421","Analg.e9.sicos","Solteiro","0.39344262295082","65","122","33","32","74","48"
"1422","OutraDoenca","Solteiro","0.434782608695652","120","69","70","50","39","30"
"1423","Dor_costas","Solteiro","0.394495412844037","77","109","43","34","66","43"
"1424","Dor_pernas","Solteiro","0.435483870967742","123","62","74","49","35","27"
"1425","Retornar_trabalho","Solteiro","0.380952380952381","146","21","82","64","13","8"
"1426","Masc","Solteiro","0.455223880597015","68","134","41","27","73","61"
"1427","Fem","Solteiro","0.397058823529412","134","68","73","61","41","27"
"1428","Casado_Amasiado","Solteiro","0","117","85","29","88","85","0"
"1429","Solteiro","Solteiro","1","114","88","114","0","0","88"
"1430","Separado_Divorciado","Solteiro","0","194","8","106","88","8","0"
"1431","X4","Solteiro","0","199","3","111","88","3","0"
"1432","X5","Solteiro","0","196","6","108","88","6","0"
"1433","X6","Solteiro","0","190","12","102","88","12","0"
"1434","Livrar_costas","Solteiro","0.45360824742268","15","97","9","6","53","44"
"1435","Livrar_perna","Solteiro","0.428571428571429","98","14","54","44","8","6"
"1436","Livrar_perda_sens","Solteiro","0","111","1","61","50","1","0"
"1437","D1","Solteiro","0","135","1","76","59","1","0"
"1438","D15","Solteiro","0.428571428571429","129","7","73","56","4","3"
"1439","D16","Solteiro","0.3","116","20","63","53","14","6"
"1440","D17","Solteiro","0.4","131","5","74","57","3","2"
"1441","D18","Solteiro","0.5","120","16","69","51","8","8"
"1442","D19","Solteiro","0.428571428571429","129","7","73","56","4","3"
"1443","D2","Solteiro","0.5","128","8","73","55","4","4"
"1444","D20","Solteiro","0.5","128","8","73","55","4","4"
"1445","D21","Solteiro","0.285714285714286","129","7","72","57","5","2"
"1446","D22","Solteiro","0","134","2","75","59","2","0"
"1447","D23","Solteiro","1","134","2","77","57","0","2"
"1448","D24","Solteiro","0.5","110","26","64","46","13","13"
"1449","D25","Solteiro","0.75","132","4","76","56","1","3"
"1450","D26","Solteiro","0","134","2","75","59","2","0"
"1451","D27","Solteiro","1","131","5","77","54","0","5"
"1452","D28","Solteiro","0.666666666666667","130","6","75","55","2","4"
"1453","D29","Solteiro","0.30952380952381","94","42","48","46","29","13"
"1454","D3","Solteiro","0.5","134","2","76","58","1","1"
"1455","D30","Solteiro","0.387096774193548","74","62","39","35","38","24"
"1456","D31","Solteiro","0.588235294117647","119","17","70","49","7","10"
"1457","D32","Solteiro","0.351351351351351","99","37","53","46","24","13"
"1458","D33","Solteiro","0.583333333333333","124","12","72","52","5","7"
"1459","D34","Solteiro","0.666666666666667","133","3","76","57","1","2"
"1460","D35","Solteiro","1","134","2","77","57","0","2"
"1461","D36","Solteiro","0.375","128","8","72","56","5","3"
"1462","D37","Solteiro","0.318181818181818","114","22","62","52","15","7"
"1463","D38","Solteiro","0.666666666666667","133","3","76","57","1","2"
"1464","D39","Solteiro","0.2","121","15","65","56","12","3"
"1465","D4","Solteiro","0.75","132","4","76","56","1","3"
"1466","D40","Solteiro","0.6","131","5","75","56","2","3"
"1467","D41","Solteiro","0.428571428571429","129","7","73","56","4","3"
"1468","D42","Solteiro","0.333333333333333","133","3","75","58","2","1"
"1469","D43","Solteiro","0","133","3","74","59","3","0"
"1470","D44","Solteiro","0.315789473684211","98","38","51","47","26","12"
"1471","D45","Solteiro","0.75","124","12","74","50","3","9"
"1472","D46","Solteiro","0.289473684210526","98","38","50","48","27","11"
"1473","D47","Solteiro","0.666666666666667","124","12","73","51","4","8"
"1474","D48","Solteiro","0.307692307692308","110","26","59","51","18","8"
"1475","D49","Solteiro","0.461538461538462","123","13","70","53","7","6"
"1476","D5","Solteiro","0.666666666666667","133","3","76","57","1","2"
"1477","D50","Solteiro","0.5","134","2","76","58","1","1"
"1478","D51","Solteiro","1","135","1","77","58","0","1"
"1479","D52","Solteiro","0.5","134","2","76","58","1","1"
"1480","D53","Solteiro","0","134","2","75","59","2","0"
"1481","D9","Solteiro","1","135","1","77","58","0","1"
"1482","RMDQ1_v1","Solteiro","0.342857142857143","111","70","61","50","46","24"
"1483","RMDQ2_v1","Solteiro","0.346666666666667","106","75","58","48","49","26"
"1484","RMDQ3_v1","Solteiro","0.348484848484849","117","66","65","52","43","23"
"1485","RMDQ4_v1","Solteiro","0.340425531914894","136","47","77","59","31","16"
"1486","RMDQ5_v1","Solteiro","0.344262295081967","122","61","68","54","40","21"
"1487","RMDQ6_v1","Solteiro","0.333333333333333","135","48","76","59","32","16"
"1488","RMDQ7_v1","Solteiro","0.363636363636364","149","33","86","63","21","12"
"1489","RMDQ8_v1","Solteiro","0.5","174","8","103","71","4","4"
"1490","RMDQ9_v1","Solteiro","0.344827586206897","153","29","88","65","19","10"
"1491","RMDQ10_v1","Solteiro","0.382352941176471","148","34","86","62","21","13"
"1492","RMDQ11_v1","Solteiro","0.361111111111111","146","36","84","62","23","13"
"1493","RMDQ12_v1","Solteiro","0.388888888888889","146","36","85","61","22","14"
"1494","RMDQ13_v1","Solteiro","0.342105263157895","144","38","82","62","25","13"
"1495","RMDQ14_v1","Solteiro","0.35","142","40","81","61","26","14"
"1496","RMDQ15_v1","Solteiro","0.333333333333333","158","24","91","67","16","8"
"1497","RMDQ16_v1","Solteiro","0.32258064516129","151","31","86","65","21","10"
"1498","RMDQ17_v1","Solteiro","0.384615384615385","143","39","83","60","24","15"
"1499","RMDQ18_v1","Solteiro","0.387096774193548","151","31","88","63","19","12"
"1500","RMDQ19_v1","Solteiro","0.37037037037037","155","27","90","65","17","10"
"1501","RMDQ20_v1","Solteiro","0.34375","150","32","86","64","21","11"
"1502","RMDQ21_v1","Solteiro","0.375","142","40","82","60","25","15"
"1503","RMDQ22_v1","Solteiro","0.363636363636364","149","33","86","63","21","12"
"1504","RMDQ23_v1","Solteiro","0.387096774193548","151","31","88","63","19","12"
"1505","RMDQ24_v1","Solteiro","0.366666666666667","152","30","88","64","19","11"
"1506","DN4_1a_v1","Solteiro","0.37037037037037","102","81","56","46","51","30"
"1507","DN4_1b_v1","Solteiro","0.25","142","40","74","68","30","10"
"1508","DN4_1c_v1","Solteiro","0.403846153846154","133","52","76","57","31","21"
"1509","DN4_2a_v1","Solteiro","0.340425531914894","138","47","76","62","31","16"
"1510","DN4_2b_v1","Solteiro","0.490909090909091","130","55","79","51","28","27"
"1511","DN4_2c_v1","Solteiro","0.37037037037037","129","54","73","56","34","20"
"1512","DN4_2d_v1","Solteiro","0.285714285714286","178","7","102","76","5","2"
"1513","DN4_3a_v1","Solteiro","0.5","179","6","104","75","3","3"
"1514","DN4_3b_v1","Solteiro","0.714285714285714","178","7","105","73","2","5"
"1515","DN4_4_v1","Solteiro","0.6","180","5","105","75","2","3"
"1516","Fuma","Separado_Divorciado","0.0217391304347826","147","46","140","7","45","1"
"1517","Cirurgia_coluna","Separado_Divorciado","0.0416666666666667","106","72","101","5","69","3"
"1518","Aposentado","Separado_Divorciado","0.0882352941176471","156","34","151","5","31","3"
"1519","Desempregado","Separado_Divorciado","0.0384615384615385","160","26","154","6","25","1"
"1520","Licenca_Medica","Separado_Divorciado","0.0526315789473684","169","19","162","7","18","1"
"1521","Aposentado_Invalidez","Separado_Divorciado","0","178","8","170","8","8","0"
"1522","Analg.e9.sicos","Separado_Divorciado","0.0491803278688525","65","122","63","2","116","6"
"1523","OutraDoenca","Separado_Divorciado","0.072463768115942","120","69","118","2","64","5"
"1524","Dor_costas","Separado_Divorciado","0.055045871559633","77","109","75","2","103","6"
"1525","Dor_pernas","Separado_Divorciado","0.0483870967741935","123","62","118","5","59","3"
"1526","Retornar_trabalho","Separado_Divorciado","0.0952380952380952","146","21","141","5","19","2"
"1527","Masc","Separado_Divorciado","0.0373134328358209","68","134","65","3","129","5"
"1528","Fem","Separado_Divorciado","0.0441176470588235","134","68","129","5","65","3"
"1529","Casado_Amasiado","Separado_Divorciado","0","117","85","109","8","85","0"
"1530","Solteiro","Separado_Divorciado","0","114","88","106","8","88","0"
"1531","Separado_Divorciado","Separado_Divorciado","1","194","8","194","0","0","8"
"1532","X4","Separado_Divorciado","0","199","3","191","8","3","0"
"1533","X5","Separado_Divorciado","0","196","6","188","8","6","0"
"1534","X6","Separado_Divorciado","0","190","12","182","8","12","0"
"1535","Livrar_costas","Separado_Divorciado","0.0412371134020619","15","97","14","1","93","4"
"1536","Livrar_perna","Separado_Divorciado","0.0714285714285714","98","14","94","4","13","1"
"1537","Livrar_perda_sens","Separado_Divorciado","0","111","1","106","5","1","0"
"1538","D1","Separado_Divorciado","0","135","1","128","7","1","0"
"1539","D15","Separado_Divorciado","0","129","7","122","7","7","0"
"1540","D16","Separado_Divorciado","0.05","116","20","110","6","19","1"
"1541","D17","Separado_Divorciado","0","131","5","124","7","5","0"
"1542","D18","Separado_Divorciado","0","120","16","113","7","16","0"
"1543","D19","Separado_Divorciado","0","129","7","122","7","7","0"
"1544","D2","Separado_Divorciado","0","128","8","121","7","8","0"
"1545","D20","Separado_Divorciado","0","128","8","121","7","8","0"
"1546","D21","Separado_Divorciado","0","129","7","122","7","7","0"
"1547","D22","Separado_Divorciado","0","134","2","127","7","2","0"
"1548","D23","Separado_Divorciado","0","134","2","127","7","2","0"
"1549","D24","Separado_Divorciado","0","110","26","103","7","26","0"
"1550","D25","Separado_Divorciado","0","132","4","125","7","4","0"
"1551","D26","Separado_Divorciado","0","134","2","127","7","2","0"
"1552","D27","Separado_Divorciado","0","131","5","124","7","5","0"
"1553","D28","Separado_Divorciado","0","130","6","123","7","6","0"
"1554","D29","Separado_Divorciado","0.0476190476190476","94","42","89","5","40","2"
"1555","D3","Separado_Divorciado","0","134","2","127","7","2","0"
"1556","D30","Separado_Divorciado","0.0483870967741935","74","62","70","4","59","3"
"1557","D31","Separado_Divorciado","0","119","17","112","7","17","0"
"1558","D32","Separado_Divorciado","0.0540540540540541","99","37","94","5","35","2"
"1559","D33","Separado_Divorciado","0","124","12","117","7","12","0"
"1560","D34","Separado_Divorciado","0","133","3","126","7","3","0"
"1561","D35","Separado_Divorciado","0","134","2","127","7","2","0"
"1562","D36","Separado_Divorciado","0","128","8","121","7","8","0"
"1563","D37","Separado_Divorciado","0.0454545454545455","114","22","108","6","21","1"
"1564","D38","Separado_Divorciado","0","133","3","126","7","3","0"
"1565","D39","Separado_Divorciado","0.0666666666666667","121","15","115","6","14","1"
"1566","D4","Separado_Divorciado","0","132","4","125","7","4","0"
"1567","D40","Separado_Divorciado","0","131","5","124","7","5","0"
"1568","D41","Separado_Divorciado","0","129","7","122","7","7","0"
"1569","D42","Separado_Divorciado","0","133","3","126","7","3","0"
"1570","D43","Separado_Divorciado","0","133","3","126","7","3","0"
"1571","D44","Separado_Divorciado","0.0526315789473684","98","38","93","5","36","2"
"1572","D45","Separado_Divorciado","0","124","12","117","7","12","0"
"1573","D46","Separado_Divorciado","0.0526315789473684","98","38","93","5","36","2"
"1574","D47","Separado_Divorciado","0","124","12","117","7","12","0"
"1575","D48","Separado_Divorciado","0.0384615384615385","110","26","104","6","25","1"
"1576","D49","Separado_Divorciado","0","123","13","116","7","13","0"
"1577","D5","Separado_Divorciado","0","133","3","126","7","3","0"
"1578","D50","Separado_Divorciado","0","134","2","127","7","2","0"
"1579","D51","Separado_Divorciado","0","135","1","128","7","1","0"
"1580","D52","Separado_Divorciado","0","134","2","127","7","2","0"
"1581","D53","Separado_Divorciado","0","134","2","127","7","2","0"
"1582","D9","Separado_Divorciado","0","135","1","128","7","1","0"
"1583","RMDQ1_v1","Separado_Divorciado","0.0285714285714286","111","70","106","5","68","2"
"1584","RMDQ2_v1","Separado_Divorciado","0.0266666666666667","106","75","101","5","73","2"
"1585","RMDQ3_v1","Separado_Divorciado","0.0303030303030303","117","66","111","6","64","2"
"1586","RMDQ4_v1","Separado_Divorciado","0.0425531914893617","136","47","130","6","45","2"
"1587","RMDQ5_v1","Separado_Divorciado","0.0327868852459016","122","61","116","6","59","2"
"1588","RMDQ6_v1","Separado_Divorciado","0.0416666666666667","135","48","129","6","46","2"
"1589","RMDQ7_v1","Separado_Divorciado","0","149","33","142","7","33","0"
"1590","RMDQ8_v1","Separado_Divorciado","0","174","8","167","7","8","0"
"1591","RMDQ9_v1","Separado_Divorciado","0","153","29","146","7","29","0"
"1592","RMDQ10_v1","Separado_Divorciado","0","148","34","141","7","34","0"
"1593","RMDQ11_v1","Separado_Divorciado","0","146","36","139","7","36","0"
"1594","RMDQ12_v1","Separado_Divorciado","0","146","36","139","7","36","0"
"1595","RMDQ13_v1","Separado_Divorciado","0.0263157894736842","144","38","138","6","37","1"
"1596","RMDQ14_v1","Separado_Divorciado","0","142","40","135","7","40","0"
"1597","RMDQ15_v1","Separado_Divorciado","0","158","24","151","7","24","0"
"1598","RMDQ16_v1","Separado_Divorciado","0.032258064516129","151","31","145","6","30","1"
"1599","RMDQ17_v1","Separado_Divorciado","0.0512820512820513","143","39","138","5","37","2"
"1600","RMDQ18_v1","Separado_Divorciado","0","151","31","144","7","31","0"
"1601","RMDQ19_v1","Separado_Divorciado","0","155","27","148","7","27","0"
"1602","RMDQ20_v1","Separado_Divorciado","0","150","32","143","7","32","0"
"1603","RMDQ21_v1","Separado_Divorciado","0.025","142","40","136","6","39","1"
"1604","RMDQ22_v1","Separado_Divorciado","0.0303030303030303","149","33","143","6","32","1"
"1605","RMDQ23_v1","Separado_Divorciado","0","151","31","144","7","31","0"
"1606","RMDQ24_v1","Separado_Divorciado","0","152","30","145","7","30","0"
"1607","DN4_1a_v1","Separado_Divorciado","0.0493827160493827","102","81","99","3","77","4"
"1608","DN4_1b_v1","Separado_Divorciado","0.05","142","40","137","5","38","2"
"1609","DN4_1c_v1","Separado_Divorciado","0.0384615384615385","133","52","128","5","50","2"
"1610","DN4_2a_v1","Separado_Divorciado","0.0425531914893617","138","47","133","5","45","2"
"1611","DN4_2b_v1","Separado_Divorciado","0.0181818181818182","130","55","124","6","54","1"
"1612","DN4_2c_v1","Separado_Divorciado","0.0740740740740741","129","54","126","3","50","4"
"1613","DN4_2d_v1","Separado_Divorciado","0","178","7","171","7","7","0"
"1614","DN4_3a_v1","Separado_Divorciado","0","179","6","172","7","6","0"
"1615","DN4_3b_v1","Separado_Divorciado","0","178","7","171","7","7","0"
"1616","DN4_4_v1","Separado_Divorciado","0","180","5","173","7","5","0"
"1617","Fuma","X4","0.0652173913043478","147","46","147","0","43","3"
"1618","Cirurgia_coluna","X4","0","106","72","105","1","72","0"
"1619","Aposentado","X4","0","156","34","153","3","34","0"
"1620","Desempregado","X4","0","160","26","157","3","26","0"
"1621","Licenca_Medica","X4","0","169","19","166","3","19","0"
"1622","Aposentado_Invalidez","X4","0","178","8","175","3","8","0"
"1623","Analg.e9.sicos","X4","0.0163934426229508","65","122","64","1","120","2"
"1624","OutraDoenca","X4","0.0144927536231884","120","69","118","2","68","1"
"1625","Dor_costas","X4","0.018348623853211","77","109","76","1","107","2"
"1626","Dor_pernas","X4","0.0161290322580645","123","62","121","2","61","1"
"1627","Retornar_trabalho","X4","0","146","21","143","3","21","0"
"1628","Masc","X4","0.0149253731343284","68","134","67","1","132","2"
"1629","Fem","X4","0.0147058823529412","134","68","132","2","67","1"
"1630","Casado_Amasiado","X4","0","117","85","114","3","85","0"
"1631","Solteiro","X4","0","114","88","111","3","88","0"
"1632","Separado_Divorciado","X4","0","194","8","191","3","8","0"
"1633","X4","X4","1","199","3","199","0","0","3"
"1634","X5","X4","0","196","6","193","3","6","0"
"1635","X6","X4","0","190","12","187","3","12","0"
"1636","Livrar_costas","X4","0.0103092783505155","15","97","14","1","96","1"
"1637","Livrar_perna","X4","0.0714285714285714","98","14","97","1","13","1"
"1638","Livrar_perda_sens","X4","0","111","1","109","2","1","0"
"1639","D1","X4","0","135","1","132","3","1","0"
"1640","D15","X4","0.142857142857143","129","7","127","2","6","1"
"1641","D16","X4","0","116","20","113","3","20","0"
"1642","D17","X4","0.2","131","5","129","2","4","1"
"1643","D18","X4","0.0625","120","16","118","2","15","1"
"1644","D19","X4","0.142857142857143","129","7","127","2","6","1"
"1645","D2","X4","0.25","128","8","127","1","6","2"
"1646","D20","X4","0","128","8","125","3","8","0"
"1647","D21","X4","0","129","7","126","3","7","0"
"1648","D22","X4","0","134","2","131","3","2","0"
"1649","D23","X4","0","134","2","131","3","2","0"
"1650","D24","X4","0","110","26","107","3","26","0"
"1651","D25","X4","0","132","4","129","3","4","0"
"1652","D26","X4","0","134","2","131","3","2","0"
"1653","D27","X4","0","131","5","128","3","5","0"
"1654","D28","X4","0","130","6","127","3","6","0"
"1655","D29","X4","0","94","42","91","3","42","0"
"1656","D3","X4","0.5","134","2","132","2","1","1"
"1657","D30","X4","0","74","62","71","3","62","0"
"1658","D31","X4","0.0588235294117647","119","17","117","2","16","1"
"1659","D32","X4","0","99","37","96","3","37","0"
"1660","D33","X4","0.0833333333333333","124","12","122","2","11","1"
"1661","D34","X4","0","133","3","130","3","3","0"
"1662","D35","X4","0","134","2","131","3","2","0"
"1663","D36","X4","0.125","128","8","126","2","7","1"
"1664","D37","X4","0","114","22","111","3","22","0"
"1665","D38","X4","0.333333333333333","133","3","131","2","2","1"
"1666","D39","X4","0","121","15","118","3","15","0"
"1667","D4","X4","0.25","132","4","130","2","3","1"
"1668","D40","X4","0.2","131","5","129","2","4","1"
"1669","D41","X4","0","129","7","126","3","7","0"
"1670","D42","X4","0","133","3","130","3","3","0"
"1671","D43","X4","0","133","3","130","3","3","0"
"1672","D44","X4","0","98","38","95","3","38","0"
"1673","D45","X4","0","124","12","121","3","12","0"
"1674","D46","X4","0","98","38","95","3","38","0"
"1675","D47","X4","0.0833333333333333","124","12","122","2","11","1"
"1676","D48","X4","0","110","26","107","3","26","0"
"1677","D49","X4","0.0769230769230769","123","13","121","2","12","1"
"1678","D5","X4","0","133","3","130","3","3","0"
"1679","D50","X4","0","134","2","131","3","2","0"
"1680","D51","X4","0","135","1","132","3","1","0"
"1681","D52","X4","0","134","2","131","3","2","0"
"1682","D53","X4","0","134","2","131","3","2","0"
"1683","D9","X4","0","135","1","132","3","1","0"
"1684","RMDQ1_v1","X4","0","111","70","108","3","70","0"
"1685","RMDQ2_v1","X4","0","106","75","103","3","75","0"
"1686","RMDQ3_v1","X4","0","117","66","114","3","66","0"
"1687","RMDQ4_v1","X4","0","136","47","133","3","47","0"
"1688","RMDQ5_v1","X4","0","122","61","119","3","61","0"
"1689","RMDQ6_v1","X4","0","135","48","132","3","48","0"
"1690","RMDQ7_v1","X4","0","149","33","146","3","33","0"
"1691","RMDQ8_v1","X4","0","174","8","171","3","8","0"
"1692","RMDQ9_v1","X4","0","153","29","150","3","29","0"
"1693","RMDQ10_v1","X4","0","148","34","145","3","34","0"
"1694","RMDQ11_v1","X4","0","146","36","143","3","36","0"
"1695","RMDQ12_v1","X4","0","146","36","143","3","36","0"
"1696","RMDQ13_v1","X4","0","144","38","141","3","38","0"
"1697","RMDQ14_v1","X4","0","142","40","139","3","40","0"
"1698","RMDQ15_v1","X4","0","158","24","155","3","24","0"
"1699","RMDQ16_v1","X4","0","151","31","148","3","31","0"
"1700","RMDQ17_v1","X4","0","143","39","140","3","39","0"
"1701","RMDQ18_v1","X4","0","151","31","148","3","31","0"
"1702","RMDQ19_v1","X4","0","155","27","152","3","27","0"
"1703","RMDQ20_v1","X4","0","150","32","147","3","32","0"
"1704","RMDQ21_v1","X4","0","142","40","139","3","40","0"
"1705","RMDQ22_v1","X4","0","149","33","146","3","33","0"
"1706","RMDQ23_v1","X4","0","151","31","148","3","31","0"
"1707","RMDQ24_v1","X4","0","152","30","149","3","30","0"
"1708","DN4_1a_v1","X4","0.0246913580246914","102","81","101","1","79","2"
"1709","DN4_1b_v1","X4","0","142","40","139","3","40","0"
"1710","DN4_1c_v1","X4","0.0384615384615385","133","52","132","1","50","2"
"1711","DN4_2a_v1","X4","0.0425531914893617","138","47","137","1","45","2"
"1712","DN4_2b_v1","X4","0.0545454545454545","130","55","130","0","52","3"
"1713","DN4_2c_v1","X4","0.037037037037037","129","54","128","1","52","2"
"1714","DN4_2d_v1","X4","0.142857142857143","178","7","176","2","6","1"
"1715","DN4_3a_v1","X4","0","179","6","176","3","6","0"
"1716","DN4_3b_v1","X4","0","178","7","175","3","7","0"
"1717","DN4_4_v1","X4","0","180","5","177","3","5","0"
"1718","Fuma","X5","0.0217391304347826","147","46","144","3","45","1"
"1719","Cirurgia_coluna","X5","0.0277777777777778","106","72","104","2","70","2"
"1720","Aposentado","X5","0","156","34","152","4","34","0"
"1721","Desempregado","X5","0.0384615384615385","160","26","157","3","25","1"
"1722","Licenca_Medica","X5","0","169","19","165","4","19","0"
"1723","Aposentado_Invalidez","X5","0","178","8","174","4","8","0"
"1724","Analg.e9.sicos","X5","0.00819672131147541","65","122","62","3","121","1"
"1725","OutraDoenca","X5","0","120","69","116","4","69","0"
"1726","Dor_costas","X5","0.00917431192660551","77","109","74","3","108","1"
"1727","Dor_pernas","X5","0","123","62","119","4","62","0"
"1728","Retornar_trabalho","X5","0","146","21","141","5","21","0"
"1729","Masc","X5","0.0298507462686567","68","134","66","2","130","4"
"1730","Fem","X5","0.0294117647058824","134","68","130","4","66","2"
"1731","Casado_Amasiado","X5","0","117","85","111","6","85","0"
"1732","Solteiro","X5","0","114","88","108","6","88","0"
"1733","Separado_Divorciado","X5","0","194","8","188","6","8","0"
"1734","X4","X5","0","199","3","193","6","3","0"
"1735","X5","X5","1","196","6","196","0","0","6"
"1736","X6","X5","0","190","12","184","6","12","0"
"1737","Livrar_costas","X5","0.0103092783505155","15","97","14","1","96","1"
"1738","Livrar_perna","X5","0","98","14","96","2","14","0"
"1739","Livrar_perda_sens","X5","1","111","1","110","1","0","1"
"1740","D1","X5","0","135","1","133","2","1","0"
"1741","D15","X5","0","129","7","127","2","7","0"
"1742","D16","X5","0","116","20","114","2","20","0"
"1743","D17","X5","0","131","5","129","2","5","0"
"1744","D18","X5","0.0625","120","16","119","1","15","1"
"1745","D19","X5","0","129","7","127","2","7","0"
"1746","D2","X5","0","128","8","126","2","8","0"
"1747","D20","X5","0","128","8","126","2","8","0"
"1748","D21","X5","0","129","7","127","2","7","0"
"1749","D22","X5","0","134","2","132","2","2","0"
"1750","D23","X5","0","134","2","132","2","2","0"
"1751","D24","X5","0.0384615384615385","110","26","109","1","25","1"
"1752","D25","X5","0","132","4","130","2","4","0"
"1753","D26","X5","0","134","2","132","2","2","0"
"1754","D27","X5","0","131","5","129","2","5","0"
"1755","D28","X5","0","130","6","128","2","6","0"
"1756","D29","X5","0","94","42","92","2","42","0"
"1757","D3","X5","0","134","2","132","2","2","0"
