"","demonimador","numerador","Frequência","Qtd_0_Denom","Qtd_1_Denom","D0N0","D0N1","D1N0","D1N1"
"7729","D41","RMDQ10_v1","0.142857142857143","110","7","89","21","6","1"
"7730","D42","RMDQ10_v1","0.5","115","2","94","21","1","1"
"7731","D43","RMDQ10_v1","1","115","2","95","20","0","2"
"7732","D44","RMDQ10_v1","0.162162162162162","80","37","64","16","31","6"
"7733","D45","RMDQ10_v1","0.0833333333333333","105","12","84","21","11","1"
"7734","D46","RMDQ10_v1","0.189189189189189","80","37","65","15","30","7"
"7735","D47","RMDQ10_v1","0.166666666666667","105","12","85","20","10","2"
"7736","D48","RMDQ10_v1","0.153846153846154","91","26","73","18","22","4"
"7737","D49","RMDQ10_v1","0.153846153846154","104","13","84","20","11","2"
"7738","D5","RMDQ10_v1","0.333333333333333","114","3","93","21","2","1"
"7739","D50","RMDQ10_v1","0","116","1","94","22","1","0"
"7740","D51","RMDQ10_v1","1","116","1","95","21","0","1"
"7741","D52","RMDQ10_v1","0","116","1","94","22","1","0"
"7742","D53","RMDQ10_v1","1","116","1","95","21","0","1"
"7743","D9","RMDQ10_v1","1","116","1","95","21","0","1"
"7744","RMDQ1_v1","RMDQ10_v1","0.352941176470588","134","85","124","10","55","30"
"7745","RMDQ2_v1","RMDQ10_v1","0.366666666666667","129","90","122","7","57","33"
"7746","RMDQ3_v1","RMDQ10_v1","0.417721518987342","141","79","134","7","46","33"
"7747","RMDQ4_v1","RMDQ10_v1","0.259259259259259","166","54","140","26","40","14"
"7748","RMDQ5_v1","RMDQ10_v1","0.472222222222222","148","72","142","6","38","34"
"7749","RMDQ6_v1","RMDQ10_v1","0.625","164","56","159","5","21","35"
"7750","RMDQ7_v1","RMDQ10_v1","0.846153846153846","181","39","174","7","6","33"
"7751","RMDQ8_v1","RMDQ10_v1","0.875","212","8","179","33","1","7"
"7752","RMDQ9_v1","RMDQ10_v1","0.970588235294118","186","34","179","7","1","33"
"7753","RMDQ10_v1","RMDQ10_v1","1","180","40","180","0","0","40"
"7754","RMDQ11_v1","RMDQ10_v1","0.880952380952381","178","42","175","3","5","37"
"7755","RMDQ12_v1","RMDQ10_v1","0.795454545454545","176","44","171","5","9","35"
"7756","RMDQ13_v1","RMDQ10_v1","0.717391304347826","174","46","167","7","13","33"
"7757","RMDQ14_v1","RMDQ10_v1","0.73469387755102","171","49","167","4","13","36"
"7758","RMDQ15_v1","RMDQ10_v1","0.870967741935484","189","31","176","13","4","27"
"7759","RMDQ16_v1","RMDQ10_v1","0.864864864864865","183","37","175","8","5","32"
"7760","RMDQ17_v1","RMDQ10_v1","0.673469387755102","171","49","164","7","16","33"
"7761","RMDQ18_v1","RMDQ10_v1","0.972222222222222","184","36","179","5","1","35"
"7762","RMDQ19_v1","RMDQ10_v1","0.96875","188","32","179","9","1","31"
"7763","RMDQ20_v1","RMDQ10_v1","0.921052631578947","182","38","177","5","3","35"
"7764","RMDQ21_v1","RMDQ10_v1","0.770833333333333","172","48","169","3","11","37"
"7765","RMDQ22_v1","RMDQ10_v1","0.894736842105263","182","38","176","6","4","34"
"7766","RMDQ23_v1","RMDQ10_v1","1","183","37","180","3","0","37"
"7767","RMDQ24_v1","RMDQ10_v1","1","185","35","180","5","0","35"
"7768","DN4_1a_v1","RMDQ10_v1","0.14","109","100","90","19","86","14"
"7769","DN4_1b_v1","RMDQ10_v1","0.127659574468085","161","47","134","27","41","6"
"7770","DN4_1c_v1","RMDQ10_v1","0.1","152","60","125","27","54","6"
"7771","DN4_2a_v1","RMDQ10_v1","0.160714285714286","156","56","132","24","47","9"
"7772","DN4_2b_v1","RMDQ10_v1","0.241935483870968","150","62","132","18","47","15"
"7773","DN4_2c_v1","RMDQ10_v1","0.23728813559322","150","59","131","19","45","14"
"7774","DN4_2d_v1","RMDQ10_v1","0.272727272727273","201","11","171","30","8","3"
"7775","DN4_3a_v1","RMDQ10_v1","0.571428571428571","205","7","176","29","3","4"
"7776","DN4_3b_v1","RMDQ10_v1","0.571428571428571","205","7","176","29","3","4"
"7777","DN4_4_v1","RMDQ10_v1","0.666666666666667","206","6","177","29","2","4"
"7778","Fuma","RMDQ11_v1","0.305555555555556","147","36","122","25","25","11"
"7779","Cirurgia_coluna","RMDQ11_v1","0.220588235294118","127","68","107","20","53","15"
"7780","Aposentado","RMDQ11_v1","0.212121212121212","150","33","122","28","26","7"
"7781","Desempregado","RMDQ11_v1","0.230769230769231","153","26","124","29","20","6"
"7782","Licenca_Medica","RMDQ11_v1","0.210526315789474","162","19","131","31","15","4"
"7783","Aposentado_Invalidez","RMDQ11_v1","0.5","171","8","139","32","4","4"
"7784","Analg.e9.sicos","RMDQ11_v1","0.24113475177305","57","141","53","4","107","34"
"7785","OutraDoenca","RMDQ11_v1","0.253333333333333","114","75","95","19","56","19"
"7786","Dor_costas","RMDQ11_v1","0.235772357723577","67","123","61","6","94","29"
"7787","Dor_pernas","RMDQ11_v1","0.246153846153846","123","65","104","19","49","16"
"7788","Retornar_trabalho","RMDQ11_v1","0.368421052631579","168","19","138","30","12","7"
"7789","Masc","RMDQ11_v1","0.187919463087248","71","149","57","14","121","28"
"7790","Fem","RMDQ11_v1","0.197183098591549","149","71","121","28","57","14"
"7791","Casado_Amasiado","RMDQ11_v1","0.222222222222222","101","81","83","18","63","18"
"7792","Solteiro","RMDQ11_v1","0.173333333333333","107","75","84","23","62","13"
"7793","Separado_Divorciado","RMDQ11_v1","0","175","7","139","36","7","0"
"7794","X4","RMDQ11_v1","0","179","3","143","36","3","0"
"7795","X5","RMDQ11_v1","0.25","178","4","143","35","3","1"
"7796","X6","RMDQ11_v1","0.333333333333333","170","12","138","32","8","4"
"7797","Livrar_costas","RMDQ11_v1","0.233644859813084","16","107","14","2","82","25"
"7798","Livrar_perna","RMDQ11_v1","0.142857142857143","109","14","84","25","12","2"
"7799","Livrar_perda_sens","RMDQ11_v1","0","121","2","94","27","2","0"
"7800","D1","RMDQ11_v1","0","116","1","93","23","1","0"
"7801","D15","RMDQ11_v1","0.142857142857143","110","7","88","22","6","1"
"7802","D16","RMDQ11_v1","0.3","97","20","80","17","14","6"
"7803","D17","RMDQ11_v1","0","112","5","89","23","5","0"
"7804","D18","RMDQ11_v1","0.384615384615385","104","13","86","18","8","5"
"7805","D19","RMDQ11_v1","0.333333333333333","111","6","90","21","4","2"
"7806","D2","RMDQ11_v1","0.375","109","8","89","20","5","3"
"7807","D20","RMDQ11_v1","0.285714285714286","110","7","89","21","5","2"
"7808","D21","RMDQ11_v1","0.285714285714286","110","7","89","21","5","2"
"7809","D22","RMDQ11_v1","1","116","1","94","22","0","1"
"7810","D23","RMDQ11_v1","0.5","115","2","93","22","1","1"
"7811","D24","RMDQ11_v1","0.125","93","24","73","20","21","3"
"7812","D25","RMDQ11_v1","0.333333333333333","114","3","92","22","2","1"
"7813","D26","RMDQ11_v1","0.5","115","2","93","22","1","1"
"7814","D27","RMDQ11_v1","0.75","113","4","93","20","1","3"
"7815","D28","RMDQ11_v1","0.6","112","5","92","20","2","3"
"7816","D29","RMDQ11_v1","0.238095238095238","75","42","62","13","32","10"
"7817","D3","RMDQ11_v1","0.5","115","2","93","22","1","1"
"7818","D30","RMDQ11_v1","0.245901639344262","56","61","48","8","46","15"
"7819","D31","RMDQ11_v1","0.176470588235294","100","17","80","20","14","3"
"7820","D32","RMDQ11_v1","0.243243243243243","80","37","66","14","28","9"
"7821","D33","RMDQ11_v1","0.0833333333333333","105","12","83","22","11","1"
"7822","D34","RMDQ11_v1","0.5","115","2","93","22","1","1"
"7823","D35","RMDQ11_v1","1","116","1","94","22","0","1"
"7824","D36","RMDQ11_v1","0","110","7","87","23","7","0"
"7825","D37","RMDQ11_v1","0.285714285714286","96","21","79","17","15","6"
"7826","D38","RMDQ11_v1","0","114","3","91","23","3","0"
"7827","D39","RMDQ11_v1","0.285714285714286","103","14","84","19","10","4"
"7828","D4","RMDQ11_v1","0.666666666666667","114","3","93","21","1","2"
"7829","D40","RMDQ11_v1","0","112","5","89","23","5","0"
"7830","D41","RMDQ11_v1","0.142857142857143","110","7","88","22","6","1"
"7831","D42","RMDQ11_v1","0.5","115","2","93","22","1","1"
"7832","D43","RMDQ11_v1","1","115","2","94","21","0","2"
"7833","D44","RMDQ11_v1","0.189189189189189","80","37","64","16","30","7"
"7834","D45","RMDQ11_v1","0.0833333333333333","105","12","83","22","11","1"
"7835","D46","RMDQ11_v1","0.216216216216216","80","37","65","15","29","8"
"7836","D47","RMDQ11_v1","0.166666666666667","105","12","84","21","10","2"
"7837","D48","RMDQ11_v1","0.192307692307692","91","26","73","18","21","5"
"7838","D49","RMDQ11_v1","0.0769230769230769","104","13","82","22","12","1"
"7839","D5","RMDQ11_v1","0.333333333333333","114","3","92","22","2","1"
"7840","D50","RMDQ11_v1","0","116","1","93","23","1","0"
"7841","D51","RMDQ11_v1","1","116","1","94","22","0","1"
"7842","D52","RMDQ11_v1","0","116","1","93","23","1","0"
"7843","D53","RMDQ11_v1","1","116","1","94","22","0","1"
"7844","D9","RMDQ11_v1","1","116","1","94","22","0","1"
"7845","RMDQ1_v1","RMDQ11_v1","0.352941176470588","134","85","122","12","55","30"
"7846","RMDQ2_v1","RMDQ11_v1","0.366666666666667","129","90","120","9","57","33"
"7847","RMDQ3_v1","RMDQ11_v1","0.468354430379747","141","79","136","5","42","37"
"7848","RMDQ4_v1","RMDQ11_v1","0.333333333333333","166","54","142","24","36","18"
"7849","RMDQ5_v1","RMDQ11_v1","0.527777777777778","148","72","144","4","34","38"
"7850","RMDQ6_v1","RMDQ11_v1","0.696428571428571","164","56","161","3","17","39"
"7851","RMDQ7_v1","RMDQ11_v1","0.846153846153846","181","39","172","9","6","33"
"7852","RMDQ8_v1","RMDQ11_v1","0.875","212","8","177","35","1","7"
"7853","RMDQ9_v1","RMDQ11_v1","0.970588235294118","186","34","177","9","1","33"
"7854","RMDQ10_v1","RMDQ11_v1","0.925","180","40","175","5","3","37"
"7855","RMDQ11_v1","RMDQ11_v1","1","178","42","178","0","0","42"
"7856","RMDQ12_v1","RMDQ11_v1","0.795454545454545","176","44","169","7","9","35"
"7857","RMDQ13_v1","RMDQ11_v1","0.717391304347826","174","46","165","9","13","33"
"7858","RMDQ14_v1","RMDQ11_v1","0.73469387755102","171","49","165","6","13","36"
"7859","RMDQ15_v1","RMDQ11_v1","0.870967741935484","189","31","174","15","4","27"
"7860","RMDQ16_v1","RMDQ11_v1","0.864864864864865","183","37","173","10","5","32"
"7861","RMDQ17_v1","RMDQ11_v1","0.673469387755102","171","49","162","9","16","33"
"7862","RMDQ18_v1","RMDQ11_v1","0.972222222222222","184","36","177","7","1","35"
"7863","RMDQ19_v1","RMDQ11_v1","0.96875","188","32","177","11","1","31"
"7864","RMDQ20_v1","RMDQ11_v1","0.921052631578947","182","38","175","7","3","35"
"7865","RMDQ21_v1","RMDQ11_v1","0.770833333333333","172","48","167","5","11","37"
"7866","RMDQ22_v1","RMDQ11_v1","0.894736842105263","182","38","174","8","4","34"
"7867","RMDQ23_v1","RMDQ11_v1","0.918918918918919","183","37","175","8","3","34"
"7868","RMDQ24_v1","RMDQ11_v1","1","185","35","178","7","0","35"
"7869","DN4_1a_v1","RMDQ11_v1","0.18","109","100","92","17","82","18"
"7870","DN4_1b_v1","RMDQ11_v1","0.0638297872340425","161","47","133","28","44","3"
"7871","DN4_1c_v1","RMDQ11_v1","0.1","152","60","123","29","54","6"
"7872","DN4_2a_v1","RMDQ11_v1","0.178571428571429","156","56","131","25","46","10"
"7873","DN4_2b_v1","RMDQ11_v1","0.306451612903226","150","62","134","16","43","19"
"7874","DN4_2c_v1","RMDQ11_v1","0.23728813559322","150","59","129","21","45","14"
"7875","DN4_2d_v1","RMDQ11_v1","0.272727272727273","201","11","169","32","8","3"
"7876","DN4_3a_v1","RMDQ11_v1","0.571428571428571","205","7","174","31","3","4"
"7877","DN4_3b_v1","RMDQ11_v1","0.571428571428571","205","7","174","31","3","4"
"7878","DN4_4_v1","RMDQ11_v1","0.666666666666667","206","6","175","31","2","4"
"7879","Fuma","RMDQ12_v1","0.305555555555556","147","36","120","27","25","11"
"7880","Cirurgia_coluna","RMDQ12_v1","0.205882352941176","127","68","104","23","54","14"
"7881","Aposentado","RMDQ12_v1","0.212121212121212","150","33","119","31","26","7"
"7882","Desempregado","RMDQ12_v1","0.269230769230769","153","26","122","31","19","7"
"7883","Licenca_Medica","RMDQ12_v1","0.210526315789474","162","19","128","34","15","4"
"7884","Aposentado_Invalidez","RMDQ12_v1","0.5","171","8","137","34","4","4"
"7885","Analg.e9.sicos","RMDQ12_v1","0.24822695035461","57","141","51","6","106","35"
"7886","OutraDoenca","RMDQ12_v1","0.253333333333333","114","75","93","21","56","19"
"7887","Dor_costas","RMDQ12_v1","0.252032520325203","67","123","59","8","92","31"
"7888","Dor_pernas","RMDQ12_v1","0.230769230769231","123","65","99","24","50","15"
"7889","Retornar_trabalho","RMDQ12_v1","0.368421052631579","168","19","136","32","12","7"
"7890","Masc","RMDQ12_v1","0.201342281879195","71","149","57","14","119","30"
"7891","Fem","RMDQ12_v1","0.197183098591549","149","71","119","30","57","14"
"7892","Casado_Amasiado","RMDQ12_v1","0.209876543209877","101","81","82","19","64","17"
"7893","Solteiro","RMDQ12_v1","0.186666666666667","107","75","85","22","61","14"
"7894","Separado_Divorciado","RMDQ12_v1","0","175","7","139","36","7","0"
"7895","X4","RMDQ12_v1","0","179","3","143","36","3","0"
"7896","X5","RMDQ12_v1","0.25","178","4","143","35","3","1"
"7897","X6","RMDQ12_v1","0.333333333333333","170","12","138","32","8","4"
"7898","Livrar_costas","RMDQ12_v1","0.252336448598131","16","107","14","2","80","27"
"7899","Livrar_perna","RMDQ12_v1","0.142857142857143","109","14","82","27","12","2"
"7900","Livrar_perda_sens","RMDQ12_v1","0","121","2","92","29","2","0"
"7901","D1","RMDQ12_v1","0","116","1","94","22","1","0"
"7902","D15","RMDQ12_v1","0.142857142857143","110","7","89","21","6","1"
"7903","D16","RMDQ12_v1","0.3","97","20","81","16","14","6"
"7904","D17","RMDQ12_v1","0","112","5","90","22","5","0"
"7905","D18","RMDQ12_v1","0.307692307692308","104","13","86","18","9","4"
"7906","D19","RMDQ12_v1","0.333333333333333","111","6","91","20","4","2"
"7907","D2","RMDQ12_v1","0.375","109","8","90","19","5","3"
"7908","D20","RMDQ12_v1","0.285714285714286","110","7","90","20","5","2"
"7909","D21","RMDQ12_v1","0.285714285714286","110","7","90","20","5","2"
"7910","D22","RMDQ12_v1","1","116","1","95","21","0","1"
"7911","D23","RMDQ12_v1","0","115","2","93","22","2","0"
"7912","D24","RMDQ12_v1","0.0416666666666667","93","24","72","21","23","1"
"7913","D25","RMDQ12_v1","0","114","3","92","22","3","0"
"7914","D26","RMDQ12_v1","0.5","115","2","94","21","1","1"
"7915","D27","RMDQ12_v1","0.5","113","4","93","20","2","2"
"7916","D28","RMDQ12_v1","0.4","112","5","92","20","3","2"
"7917","D29","RMDQ12_v1","0.238095238095238","75","42","63","12","32","10"
"7918","D3","RMDQ12_v1","0.5","115","2","94","21","1","1"
"7919","D30","RMDQ12_v1","0.229508196721311","56","61","48","8","47","14"
"7920","D31","RMDQ12_v1","0.176470588235294","100","17","81","19","14","3"
"7921","D32","RMDQ12_v1","0.27027027027027","80","37","68","12","27","10"
"7922","D33","RMDQ12_v1","0.0833333333333333","105","12","84","21","11","1"
"7923","D34","RMDQ12_v1","0.5","115","2","94","21","1","1"
"7924","D35","RMDQ12_v1","1","116","1","95","21","0","1"
"7925","D36","RMDQ12_v1","0","110","7","88","22","7","0"
"7926","D37","RMDQ12_v1","0.285714285714286","96","21","80","16","15","6"
"7927","D38","RMDQ12_v1","0","114","3","92","22","3","0"
"7928","D39","RMDQ12_v1","0.285714285714286","103","14","85","18","10","4"
"7929","D4","RMDQ12_v1","0.666666666666667","114","3","94","20","1","2"
"7930","D40","RMDQ12_v1","0","112","5","90","22","5","0"
"7931","D41","RMDQ12_v1","0.142857142857143","110","7","89","21","6","1"
"7932","D42","RMDQ12_v1","1","115","2","95","20","0","2"
"7933","D43","RMDQ12_v1","1","115","2","95","20","0","2"
"7934","D44","RMDQ12_v1","0.216216216216216","80","37","66","14","29","8"
"7935","D45","RMDQ12_v1","0.0833333333333333","105","12","84","21","11","1"
"7936","D46","RMDQ12_v1","0.216216216216216","80","37","66","14","29","8"
"7937","D47","RMDQ12_v1","0.166666666666667","105","12","85","20","10","2"
"7938","D48","RMDQ12_v1","0.192307692307692","91","26","74","17","21","5"
"7939","D49","RMDQ12_v1","0.0769230769230769","104","13","83","21","12","1"
"7940","D5","RMDQ12_v1","0.333333333333333","114","3","93","21","2","1"
"7941","D50","RMDQ12_v1","0","116","1","94","22","1","0"
"7942","D51","RMDQ12_v1","1","116","1","95","21","0","1"
"7943","D52","RMDQ12_v1","1","116","1","95","21","0","1"
"7944","D53","RMDQ12_v1","1","116","1","95","21","0","1"
"7945","D9","RMDQ12_v1","1","116","1","95","21","0","1"
"7946","RMDQ1_v1","RMDQ12_v1","0.388235294117647","134","85","123","11","52","33"
"7947","RMDQ2_v1","RMDQ12_v1","0.377777777777778","129","90","119","10","56","34"
"7948","RMDQ3_v1","RMDQ12_v1","0.468354430379747","141","79","134","7","42","37"
"7949","RMDQ4_v1","RMDQ12_v1","0.296296296296296","166","54","138","28","38","16"
"7950","RMDQ5_v1","RMDQ12_v1","0.527777777777778","148","72","142","6","34","38"
"7951","RMDQ6_v1","RMDQ12_v1","0.696428571428571","164","56","159","5","17","39"
"7952","RMDQ7_v1","RMDQ12_v1","0.923076923076923","181","39","173","8","3","36"
"7953","RMDQ8_v1","RMDQ12_v1","0.875","212","8","175","37","1","7"
"7954","RMDQ9_v1","RMDQ12_v1","0.970588235294118","186","34","175","11","1","33"
"7955","RMDQ10_v1","RMDQ12_v1","0.875","180","40","171","9","5","35"
"7956","RMDQ11_v1","RMDQ12_v1","0.833333333333333","178","42","169","9","7","35"
"7957","RMDQ12_v1","RMDQ12_v1","1","176","44","176","0","0","44"
"7958","RMDQ13_v1","RMDQ12_v1","0.804347826086957","174","46","167","7","9","37"
"7959","RMDQ14_v1","RMDQ12_v1","0.755102040816326","171","49","164","7","12","37"
"7960","RMDQ15_v1","RMDQ12_v1","0.935483870967742","189","31","174","15","2","29"
"7961","RMDQ16_v1","RMDQ12_v1","0.864864864864865","183","37","171","12","5","32"
"7962","RMDQ17_v1","RMDQ12_v1","0.673469387755102","171","49","160","11","16","33"
"7963","RMDQ18_v1","RMDQ12_v1","0.916666666666667","184","36","173","11","3","33"
"7964","RMDQ19_v1","RMDQ12_v1","0.96875","188","32","175","13","1","31"
"7965","RMDQ20_v1","RMDQ12_v1","0.921052631578947","182","38","173","9","3","35"
"7966","RMDQ21_v1","RMDQ12_v1","0.729166666666667","172","48","163","9","13","35"
"7967","RMDQ22_v1","RMDQ12_v1","0.894736842105263","182","38","172","10","4","34"
"7968","RMDQ23_v1","RMDQ12_v1","0.918918918918919","183","37","173","10","3","34"
"7969","RMDQ24_v1","RMDQ12_v1","1","185","35","176","9","0","35"
"7970","DN4_1a_v1","RMDQ12_v1","0.14","109","100","84","25","86","14"
"7971","DN4_1b_v1","RMDQ12_v1","0.0638297872340425","161","47","125","36","44","3"
"7972","DN4_1c_v1","RMDQ12_v1","0.1","152","60","119","33","54","6"
"7973","DN4_2a_v1","RMDQ12_v1","0.107142857142857","156","56","123","33","50","6"
"7974","DN4_2b_v1","RMDQ12_v1","0.241935483870968","150","62","126","24","47","15"
"7975","DN4_2c_v1","RMDQ12_v1","0.23728813559322","150","59","125","25","45","14"
"7976","DN4_2d_v1","RMDQ12_v1","0.272727272727273","201","11","165","36","8","3"
"7977","DN4_3a_v1","RMDQ12_v1","0.571428571428571","205","7","170","35","3","4"
"7978","DN4_3b_v1","RMDQ12_v1","0.571428571428571","205","7","170","35","3","4"
"7979","DN4_4_v1","RMDQ12_v1","0.666666666666667","206","6","171","35","2","4"
"7980","Fuma","RMDQ13_v1","0.277777777777778","147","36","118","29","26","10"
"7981","Cirurgia_coluna","RMDQ13_v1","0.25","127","68","104","23","51","17"
"7982","Aposentado","RMDQ13_v1","0.303030303030303","150","33","121","29","23","10"
"7983","Desempregado","RMDQ13_v1","0.269230769230769","153","26","121","32","19","7"
"7984","Licenca_Medica","RMDQ13_v1","0.157894736842105","162","19","127","35","16","3"
"7985","Aposentado_Invalidez","RMDQ13_v1","0.5","171","8","135","36","4","4"
"7986","Analg.e9.sicos","RMDQ13_v1","0.234042553191489","57","141","48","9","108","33"
"7987","OutraDoenca","RMDQ13_v1","0.28","114","75","93","21","54","21"
"7988","Dor_costas","RMDQ13_v1","0.24390243902439","67","123","57","10","93","30"
"7989","Dor_pernas","RMDQ13_v1","0.215384615384615","123","65","97","26","51","14"
"7990","Retornar_trabalho","RMDQ13_v1","0.368421052631579","168","19","137","31","12","7"
"7991","Masc","RMDQ13_v1","0.214765100671141","71","149","57","14","117","32"
"7992","Fem","RMDQ13_v1","0.197183098591549","149","71","117","32","57","14"
"7993","Casado_Amasiado","RMDQ13_v1","0.246913580246914","101","81","83","18","61","20"
"7994","Solteiro","RMDQ13_v1","0.173333333333333","107","75","82","25","62","13"
"7995","Separado_Divorciado","RMDQ13_v1","0.142857142857143","175","7","138","37","6","1"
"7996","X4","RMDQ13_v1","0","179","3","141","38","3","0"
"7997","X5","RMDQ13_v1","0.25","178","4","141","37","3","1"
"7998","X6","RMDQ13_v1","0.25","170","12","135","35","9","3"
"7999","Livrar_costas","RMDQ13_v1","0.242990654205607","16","107","14","2","81","26"
"8000","Livrar_perna","RMDQ13_v1","0.142857142857143","109","14","83","26","12","2"
"8001","Livrar_perda_sens","RMDQ13_v1","0","121","2","93","28","2","0"
"8002","D1","RMDQ13_v1","1","116","1","95","21","0","1"
"8003","D15","RMDQ13_v1","0.142857142857143","110","7","89","21","6","1"
"8004","D16","RMDQ13_v1","0.3","97","20","81","16","14","6"
"8005","D17","RMDQ13_v1","0.2","112","5","91","21","4","1"
"8006","D18","RMDQ13_v1","0.307692307692308","104","13","86","18","9","4"
"8007","D19","RMDQ13_v1","0.166666666666667","111","6","90","21","5","1"
"8008","D2","RMDQ13_v1","0.375","109","8","90","19","5","3"
"8009","D20","RMDQ13_v1","0.142857142857143","110","7","89","21","6","1"
"8010","D21","RMDQ13_v1","0.142857142857143","110","7","89","21","6","1"
"8011","D22","RMDQ13_v1","0","116","1","94","22","1","0"
"8012","D23","RMDQ13_v1","0","115","2","93","22","2","0"
"8013","D24","RMDQ13_v1","0.0416666666666667","93","24","72","21","23","1"
"8014","D25","RMDQ13_v1","0","114","3","92","22","3","0"
"8015","D26","RMDQ13_v1","0","115","2","93","22","2","0"
"8016","D27","RMDQ13_v1","0.5","113","4","93","20","2","2"
"8017","D28","RMDQ13_v1","0.4","112","5","92","20","3","2"
"8018","D29","RMDQ13_v1","0.261904761904762","75","42","64","11","31","11"
"8019","D3","RMDQ13_v1","0.5","115","2","94","21","1","1"
"8020","D30","RMDQ13_v1","0.229508196721311","56","61","48","8","47","14"
"8021","D31","RMDQ13_v1","0.176470588235294","100","17","81","19","14","3"
"8022","D32","RMDQ13_v1","0.27027027027027","80","37","68","12","27","10"
"8023","D33","RMDQ13_v1","0.0833333333333333","105","12","84","21","11","1"
"8024","D34","RMDQ13_v1","0.5","115","2","94","21","1","1"
"8025","D35","RMDQ13_v1","1","116","1","95","21","0","1"
"8026","D36","RMDQ13_v1","0","110","7","88","22","7","0"
"8027","D37","RMDQ13_v1","0.285714285714286","96","21","80","16","15","6"
"8028","D38","RMDQ13_v1","0","114","3","92","22","3","0"
"8029","D39","RMDQ13_v1","0.285714285714286","103","14","85","18","10","4"
"8030","D4","RMDQ13_v1","0.666666666666667","114","3","94","20","1","2"
"8031","D40","RMDQ13_v1","0","112","5","90","22","5","0"
"8032","D41","RMDQ13_v1","0.142857142857143","110","7","89","21","6","1"
"8033","D42","RMDQ13_v1","0","115","2","93","22","2","0"
"8034","D43","RMDQ13_v1","0.5","115","2","94","21","1","1"
"8035","D44","RMDQ13_v1","0.216216216216216","80","37","66","14","29","8"
"8036","D45","RMDQ13_v1","0.0833333333333333","105","12","84","21","11","1"
"8037","D46","RMDQ13_v1","0.243243243243243","80","37","67","13","28","9"
"8038","D47","RMDQ13_v1","0.166666666666667","105","12","85","20","10","2"
"8039","D48","RMDQ13_v1","0.230769230769231","91","26","75","16","20","6"
"8040","D49","RMDQ13_v1","0.0769230769230769","104","13","83","21","12","1"
"8041","D5","RMDQ13_v1","0.333333333333333","114","3","93","21","2","1"
"8042","D50","RMDQ13_v1","0","116","1","94","22","1","0"
"8043","D51","RMDQ13_v1","1","116","1","95","21","0","1"
"8044","D52","RMDQ13_v1","0","116","1","94","22","1","0"
"8045","D53","RMDQ13_v1","1","116","1","95","21","0","1"
"8046","D9","RMDQ13_v1","1","116","1","95","21","0","1"
"8047","RMDQ1_v1","RMDQ13_v1","0.388235294117647","134","85","121","13","52","33"
"8048","RMDQ2_v1","RMDQ13_v1","0.355555555555556","129","90","115","14","58","32"
"8049","RMDQ3_v1","RMDQ13_v1","0.481012658227848","141","79","133","8","41","38"
"8050","RMDQ4_v1","RMDQ13_v1","0.314814814814815","166","54","137","29","37","17"
"8051","RMDQ5_v1","RMDQ13_v1","0.5","148","72","138","10","36","36"
"8052","RMDQ6_v1","RMDQ13_v1","0.660714285714286","164","56","155","9","19","37"
"8053","RMDQ7_v1","RMDQ13_v1","0.846153846153846","181","39","168","13","6","33"
"8054","RMDQ8_v1","RMDQ13_v1","0.875","212","8","173","39","1","7"
"8055","RMDQ9_v1","RMDQ13_v1","0.970588235294118","186","34","173","13","1","33"
"8056","RMDQ10_v1","RMDQ13_v1","0.825","180","40","167","13","7","33"
"8057","RMDQ11_v1","RMDQ13_v1","0.785714285714286","178","42","165","13","9","33"
"8058","RMDQ12_v1","RMDQ13_v1","0.840909090909091","176","44","167","9","7","37"
"8059","RMDQ13_v1","RMDQ13_v1","1","174","46","174","0","0","46"
"8060","RMDQ14_v1","RMDQ13_v1","0.653061224489796","171","49","157","14","17","32"
"8061","RMDQ15_v1","RMDQ13_v1","0.870967741935484","189","31","170","19","4","27"
"8062","RMDQ16_v1","RMDQ13_v1","0.945945945945946","183","37","172","11","2","35"
"8063","RMDQ17_v1","RMDQ13_v1","0.693877551020408","171","49","159","12","15","34"
"8064","RMDQ18_v1","RMDQ13_v1","0.861111111111111","184","36","169","15","5","31"
"8065","RMDQ19_v1","RMDQ13_v1","0.96875","188","32","173","15","1","31"
"8066","RMDQ20_v1","RMDQ13_v1","0.868421052631579","182","38","169","13","5","33"
"8067","RMDQ21_v1","RMDQ13_v1","0.6875","172","48","159","13","15","33"
"8068","RMDQ22_v1","RMDQ13_v1","0.842105263157895","182","38","168","14","6","32"
"8069","RMDQ23_v1","RMDQ13_v1","0.864864864864865","183","37","169","14","5","32"
"8070","RMDQ24_v1","RMDQ13_v1","0.942857142857143","185","35","172","13","2","33"
"8071","DN4_1a_v1","RMDQ13_v1","0.17","109","100","83","26","83","17"
"8072","DN4_1b_v1","RMDQ13_v1","0.127659574468085","161","47","124","37","41","6"
"8073","DN4_1c_v1","RMDQ13_v1","0.1","152","60","115","37","54","6"
"8074","DN4_2a_v1","RMDQ13_v1","0.160714285714286","156","56","122","34","47","9"
"8075","DN4_2b_v1","RMDQ13_v1","0.241935483870968","150","62","122","28","47","15"
"8076","DN4_2c_v1","RMDQ13_v1","0.23728813559322","150","59","121","29","45","14"
"8077","DN4_2d_v1","RMDQ13_v1","0.272727272727273","201","11","161","40","8","3"
"8078","DN4_3a_v1","RMDQ13_v1","0.571428571428571","205","7","166","39","3","4"
