"Binaria","Ordinal","rpb","pvalue","Bin_0","Bin_1","Missing"
"RMDQ11_v1","SF12_M1_11_v1",-0.955449157714319,4.46420148184922e-29,178,42,12
"RMDQ11_v1","SF12_M1_12_v1",-0.936791498189925,1.15496669182085e-27,178,42,12
"RMDQ12_v1","Oswestry6_v1",0.971593761909355,3.27124284895099e-31,176,44,12
"RMDQ12_v1","Oswestry8_v1",0.943462283296842,6.25084965484384e-29,176,44,12
"RMDQ12_v1","Oswestry10_v1",0.942716227000955,7.14665093848479e-29,176,44,12
"RMDQ12_v1","SF12_M1_1_v1",0.6955747534999,1.71112899866842e-14,176,44,12
"RMDQ12_v1","SF12_M1_2_v1",-0.799569664263379,1.57087880774737e-19,176,44,12
"RMDQ12_v1","SF12_M1_3_v1",-0.857479854900764,6.46297533950103e-23,176,44,12
"RMDQ12_v1","SF12_M1_4_v1",-0.743219811817802,1.18788572018549e-16,176,44,12
"RMDQ12_v1","SF12_M1_5_v1",-0.766779085733272,8.25899879365455e-18,176,44,12
"RMDQ12_v1","SF12_M1_6_v1",-0.852965876038179,1.23503918559634e-22,176,44,12
"RMDQ12_v1","SF12_M1_7_v1",-0.910833728329417,1.72008270301978e-26,176,44,12
"RMDQ12_v1","SF12_M1_8_v1",0.779307187483902,1.88359460323761e-18,176,44,12
"RMDQ12_v1","SF12_M1_9_v1",-0.778423795729971,2.09347885281783e-18,176,44,12
"RMDQ12_v1","SF12_M1_10_v1",-0.700557724078713,1.04323149805823e-14,176,44,12
"RMDQ12_v1","SF12_M1_11_v1",-0.907782370230018,2.83965705275866e-26,176,44,12
"RMDQ12_v1","SF12_M1_12_v1",-0.859283671364425,4.97933570661731e-23,176,44,12
"RMDQ13_v1","Oswestry1_v1",0.949739445440656,3.45944357240818e-30,174,46,12
"RMDQ13_v1","Oswestry3_v1",0.934342281665322,6.01326231219498e-29,174,46,12
"RMDQ13_v1","Oswestry5_v1",0.946535133977042,6.33008706057098e-30,174,46,12
"RMDQ13_v1","Oswestry6_v1",0.880669096538223,5.30764502285482e-25,174,46,12
"RMDQ13_v1","Oswestry7_v1",0.945234318389294,8.07748447293873e-30,174,46,12
"RMDQ13_v1","Oswestry8_v1",0.897123887107148,3.74501280025541e-26,174,46,12
"RMDQ13_v1","Oswestry9_v1",0.964830483452116,1.86776058605426e-31,174,46,12
"RMDQ13_v1","Oswestry10_v1",0.84168003951125,1.85895100370037e-22,174,46,12
"RMDQ13_v1","Ord_RMDQ",0.975499323844068,4.03735251474815e-26,89,46,0
"RMDQ13_v1","SF12_M1_1_v1",0.630285545621802,3.98492560335132e-12,174,46,12
"RMDQ13_v1","SF12_M1_2_v1",-0.740007683059118,7.478716722676e-17,174,46,12
"RMDQ13_v1","SF12_M1_3_v1",-0.797554482716652,7.40042217861361e-20,174,46,12
"RMDQ13_v1","SF12_M1_4_v1",-0.705527527555597,3.08931604046466e-15,174,46,12
"RMDQ13_v1","SF12_M1_5_v1",-0.707053288644174,2.63660251164382e-15,174,46,12
"RMDQ13_v1","SF12_M1_6_v1",-0.796409620816925,8.57241615510989e-20,174,46,12
"RMDQ13_v1","SF12_M1_7_v1",-0.853402182480299,3.38968439491062e-23,174,46,12
"RMDQ13_v1","SF12_M1_8_v1",0.723083820595103,4.82116714908766e-16,174,46,12
"RMDQ13_v1","SF12_M1_9_v1",-0.721981845347241,5.42946389684441e-16,174,46,12
"RMDQ13_v1","SF12_M1_10_v1",-0.615347384624612,1.43353360577118e-11,174,46,12
"RMDQ13_v1","SF12_M1_11_v1",-0.759750521383237,7.73571547432439e-18,174,46,12
"RMDQ13_v1","SF12_M1_12_v1",-0.771401708916187,1.92874899926186e-18,174,46,12
"RMDQ14_v1","Oswestry1_v1",0.968810576176896,5.54983929949053e-33,171,49,12
"RMDQ14_v1","Oswestry3_v1",0.927866315606647,1.88193275631543e-29,171,49,12
"RMDQ14_v1","Oswestry5_v1",0.919012353324671,9.68506164498025e-29,171,49,12
"RMDQ14_v1","Oswestry6_v1",0.960853362789565,2.90507794829821e-32,171,49,12
"RMDQ14_v1","Oswestry7_v1",0.90535683049872,1.12281124703264e-27,171,49,12
"RMDQ14_v1","Oswestry8_v1",0.941175793077029,1.48484422654327e-30,171,49,12
"RMDQ14_v1","Oswestry9_v1",0.925163420109655,3.1163588447979e-29,171,49,12
"RMDQ14_v1","Oswestry10_v1",0.92751060476892,2.01152066232137e-29,171,49,12
"RMDQ14_v1","Ord_RMDQ",0.983323499811517,1.99940891938442e-27,86,49,0
"RMDQ14_v1","SF12_M1_1_v1",0.666086284610871,6.3830446008204e-14,171,49,12
"RMDQ14_v1","SF12_M1_2_v1",-0.83203925183665,1.42499229400211e-22,171,49,12
"RMDQ14_v1","SF12_M1_3_v1",-0.848033632895978,1.32104314812851e-23,171,49,12
"RMDQ14_v1","SF12_M1_4_v1",-0.759122124944356,2.39419439785683e-18,171,49,12
"RMDQ14_v1","SF12_M1_5_v1",-0.805323754071096,6.16365910649261e-21,171,49,12
"RMDQ14_v1","SF12_M1_6_v1",-0.84088460381085,3.87018739724854e-23,171,49,12
"RMDQ14_v1","SF12_M1_7_v1",-0.89559174141221,6.13315881423711e-27,171,49,12
"RMDQ14_v1","SF12_M1_8_v1",0.835441113406231,8.66135908306952e-23,171,49,12
"RMDQ14_v1","SF12_M1_9_v1",-0.834576807685892,9.83324650886018e-23,171,49,12
"RMDQ14_v1","SF12_M1_10_v1",-0.813782557571768,1.92071959834884e-21,171,49,12
"RMDQ14_v1","SF12_M1_11_v1",-0.953051187057713,1.41941771237511e-31,171,49,12
"RMDQ14_v1","SF12_M1_12_v1",-0.945629351047582,6.21352519366173e-31,171,49,12
"RMDQ15_v1","SF12_M1_1_v1",0.811681691594525,9.59578811661135e-17,189,31,12
"RMDQ15_v1","SF12_M1_2_v1",-0.858943219421565,6.16118183316949e-19,189,31,12
"RMDQ15_v1","SF12_M1_3_v1",-0.91296945471196,9.86240411708296e-22,189,31,12
"RMDQ15_v1","SF12_M1_4_v1",-0.746176304293584,4.79301461176198e-14,189,31,12
"RMDQ15_v1","SF12_M1_5_v1",-0.824084794465666,2.67840723315458e-17,189,31,12
"RMDQ15_v1","SF12_M1_6_v1",-0.923326265193664,2.624741758213e-22,189,31,12
"RMDQ15_v1","SF12_M1_7_v1",-0.935598151756935,5.25344305664948e-23,189,31,12
"RMDQ15_v1","SF12_M1_8_v1",0.865917613295466,2.79863821243628e-19,189,31,12
"RMDQ15_v1","SF12_M1_9_v1",-0.846076605256507,2.56210757082585e-18,189,31,12
"RMDQ15_v1","SF12_M1_10_v1",-0.782515839255367,1.69633467501067e-15,189,31,12
"RMDQ15_v1","SF12_M1_11_v1",-0.917122029912489,5.82192581690056e-22,189,31,12
"RMDQ15_v1","SF12_M1_12_v1",-0.9505673484552,6.94472571744925e-24,189,31,12
"RMDQ16_v1","SF12_M1_1_v1",0.686817301365337,5.30376669350726e-13,183,37,12
"RMDQ16_v1","SF12_M1_2_v1",-0.838464311006359,7.98586541041748e-20,183,37,12
"RMDQ16_v1","SF12_M1_3_v1",-0.894421650472169,5.46261491833567e-23,183,37,12
"RMDQ16_v1","SF12_M1_4_v1",-0.738580956031008,4.43641214852492e-15,183,37,12
"RMDQ16_v1","SF12_M1_5_v1",-0.79827193311902,8.69112496798544e-18,183,37,12
"RMDQ16_v1","SF12_M1_6_v1",-0.902201130491738,1.83583529224528e-23,183,37,12
"RMDQ16_v1","SF12_M1_7_v1",-0.96586664991936,1.08557825546472e-27,183,37,12
"RMDQ16_v1","SF12_M1_8_v1",0.838158201552349,8.28975541796321e-20,183,37,12
"RMDQ16_v1","SF12_M1_9_v1",-0.837641839268502,8.82828895347636e-20,183,37,12
"RMDQ16_v1","SF12_M1_10_v1",-0.723166006163418,1.9520541238748e-14,183,37,12
"RMDQ16_v1","SF12_M1_11_v1",-0.881236565230232,3.31514078598757e-22,183,37,12
"RMDQ16_v1","SF12_M1_12_v1",-0.884937565911954,2.00966533856588e-22,183,37,12
"RMDQ17_v1","Oswestry1_v1",0.851865813582843,7.36523285804619e-24,171,49,12
"RMDQ17_v1","Oswestry2_v1",0.925829639046679,2.75301452976243e-29,171,49,12
"RMDQ17_v1","Oswestry3_v1",0.927866315606647,1.88193275631543e-29,171,49,12
"RMDQ17_v1","Oswestry4_v1",0.957507264010494,5.76136384748418e-32,171,49,12
"RMDQ17_v1","Oswestry5_v1",0.903281962152849,1.61658664376241e-27,171,49,12
"RMDQ17_v1","Oswestry6_v1",0.916571314088978,1.51093343304439e-28,171,49,12
"RMDQ17_v1","Oswestry7_v1",0.873726132911025,2.35129916924262e-25,171,49,12
"RMDQ17_v1","Oswestry8_v1",0.860403928642878,1.96288938091735e-24,171,49,12
"RMDQ17_v1","Oswestry9_v1",0.898442145011306,3.75343605251423e-27,171,49,12
"RMDQ17_v1","Oswestry10_v1",0.847531900934652,1.42545922782011e-23,171,49,12
"RMDQ17_v1","Somatoria_Owestry",0.959729218267817,3.65916118796126e-32,171,49,12
"RMDQ17_v1","Ord_RMDQ",0.946206923478414,1.68296600631697e-24,86,49,0
"RMDQ17_v1","SF12_M1_1_v1",0.532808446853352,4.77691632809065e-09,171,49,12
"RMDQ17_v1","SF12_M1_2_v1",-0.613812457125082,7.94902670786864e-12,171,49,12
"RMDQ17_v1","SF12_M1_3_v1",-0.692356937859644,4.48271198842937e-15,171,49,12
"RMDQ17_v1","SF12_M1_4_v1",-0.516686000719511,1.48220752048059e-08,171,49,12
"RMDQ17_v1","SF12_M1_5_v1",-0.646852174558,4.03505080828223e-13,171,49,12
"RMDQ17_v1","SF12_M1_6_v1",-0.684733356992002,9.85353553298705e-15,171,49,12
"RMDQ17_v1","SF12_M1_7_v1",-0.685667809426395,8.95349045083156e-15,171,49,12
"RMDQ17_v1","SF12_M1_8_v1",0.659838841161609,1.17244058298974e-13,171,49,12
"RMDQ17_v1","SF12_M1_9_v1",-0.599766611614088,2.63652325847449e-11,171,49,12
"RMDQ17_v1","SF12_M1_10_v1",-0.525300181378102,8.13869908928503e-09,171,49,12
"RMDQ17_v1","SF12_M1_11_v1",-0.709945782638408,6.89775010084375e-16,171,49,12
"RMDQ17_v1","SF12_M1_12_v1",-0.663854993521285,7.93926888511289e-14,171,49,12
"RMDQ18_v1","SF12_M1_1_v1",0.734573122435366,1.05381250949011e-14,184,36,12
"RMDQ18_v1","SF12_M1_2_v1",-0.981389484168118,2.43818607053441e-28,184,36,12
"RMDQ18_v1","SF12_M1_3_v1",-0.9999,9.99111095574961e-31,184,36,12
"RMDQ18_v1","SF12_M1_4_v1",-0.88972593327405,2.3594297746815e-22,184,36,12
"RMDQ18_v1","SF12_M1_5_v1",-0.97235661038923,1.09203593543928e-27,184,36,12
"RMDQ18_v1","SF12_M1_6_v1",-0.9999,6.82758760117139e-36,184,36,12
"RMDQ18_v1","SF12_M1_7_v1",-0.9999,6.70471591093135e-41,184,36,12
"RMDQ18_v1","SF12_M1_8_v1",0.909365962744172,1.5795142732732e-23,184,36,12
"RMDQ18_v1","SF12_M1_9_v1",-0.909082774282365,1.64377511989173e-23,184,36,12
"RMDQ18_v1","SF12_M1_10_v1",-0.896986514733023,8.80966466328022e-23,184,36,12
"RMDQ18_v1","SF12_M1_11_v1",-0.9999,8.01543489132975e-33,184,36,12
"RMDQ18_v1","SF12_M1_12_v1",-0.9999,1.52789225104541e-30,184,36,12
"RMDQ19_v1","SF12_M1_1_v1",0.8257004280627,1.10306242964983e-17,188,32,12
"RMDQ19_v1","SF12_M1_2_v1",-0.987313406508891,1.03952929037169e-26,188,32,12
"RMDQ19_v1","SF12_M1_3_v1",-0.9999,8.70616258446736e-31,188,32,12
"RMDQ19_v1","SF12_M1_4_v1",-0.897730529908615,2.62842265200902e-21,188,32,12
"RMDQ19_v1","SF12_M1_5_v1",-0.958945582811751,7.08236025854646e-25,188,32,12
"RMDQ19_v1","SF12_M1_6_v1",-0.9999,1.2065914212727e-30,188,32,12
"RMDQ19_v1","SF12_M1_7_v1",-0.9999,4.23503684730015e-35,188,32,12
"RMDQ19_v1","SF12_M1_8_v1",0.901384968476232,1.66023118017908e-21,188,32,12
"RMDQ19_v1","SF12_M1_9_v1",-0.939511237520397,1.09099663971451e-23,188,32,12
"RMDQ19_v1","SF12_M1_10_v1",-0.817955175711551,2.50936480919609e-17,188,32,12
"RMDQ19_v1","SF12_M1_11_v1",-0.950107299767058,2.49407037947435e-24,188,32,12
"RMDQ19_v1","SF12_M1_12_v1",-0.98601844731299,1.26835154478463e-26,188,32,12
"RMDQ20_v1","SF12_M1_1_v1",0.687552828513133,3.35750594320872e-13,182,38,12
"RMDQ20_v1","SF12_M1_2_v1",-0.853422868957484,6.15681095171598e-21,182,38,12
"RMDQ20_v1","SF12_M1_3_v1",-0.910050791638073,2.53424748170608e-24,182,38,12
"RMDQ20_v1","SF12_M1_4_v1",-0.752675705968705,6.66483699572497e-16,182,38,12
"RMDQ20_v1","SF12_M1_5_v1",-0.815241573079497,6.80976678460847e-19,182,38,12
"RMDQ20_v1","SF12_M1_6_v1",-0.919684702317146,6.03981327834671e-25,182,38,12
"RMDQ20_v1","SF12_M1_7_v1",-0.982139340986354,2.29937681233093e-29,182,38,12
"RMDQ20_v1","SF12_M1_8_v1",0.837930377449814,4.36733520013162e-20,182,38,12
"RMDQ20_v1","SF12_M1_9_v1",-0.837385141833353,4.67318839898066e-20,182,38,12
"RMDQ20_v1","SF12_M1_10_v1",-0.757417294036761,4.0874710876773e-16,182,38,12
"RMDQ20_v1","SF12_M1_11_v1",-0.979891377386895,3.41310843029523e-29,182,38,12
"RMDQ20_v1","SF12_M1_12_v1",-0.919645650869836,6.07543914539583e-25,182,38,12
"RMDQ21_v1","Oswestry2_v1",0.980261985297575,1.21948658272542e-33,172,48,12
"RMDQ21_v1","Oswestry3_v1",0.905212866496084,2.31846382642662e-27,172,48,12
"RMDQ21_v1","Oswestry4_v1",0.989618561402318,1.60137724866077e-34,172,48,12
"RMDQ21_v1","Oswestry5_v1",0.885296001127369,6.70866811653027e-26,172,48,12
"RMDQ21_v1","Oswestry6_v1",0.974380060196968,4.24681065299416e-33,172,48,12
"RMDQ21_v1","Oswestry7_v1",0.92877637549598,3.4108737196557e-29,172,48,12
"RMDQ21_v1","Oswestry8_v1",0.962951949265032,4.51513344659276e-32,172,48,12
"RMDQ21_v1","Oswestry9_v1",0.946853881872451,1.10877464102716e-30,172,48,12
"RMDQ21_v1","Oswestry10_v1",0.962324655500893,5.12914727521215e-32,172,48,12
"RMDQ21_v1","SF12_M1_1_v1",0.730707736348212,9.86671294692094e-17,172,48,12
"RMDQ21_v1","SF12_M1_2_v1",-0.860800197426138,3.33635681713413e-24,172,48,12
"RMDQ21_v1","SF12_M1_3_v1",-0.876424546619202,2.84112428738454e-25,172,48,12
"RMDQ21_v1","SF12_M1_4_v1",-0.755734772556801,5.40176847382719e-18,172,48,12
"RMDQ21_v1","SF12_M1_5_v1",-0.834264567796054,1.76130509208565e-22,172,48,12
"RMDQ21_v1","SF12_M1_6_v1",-0.924035955696382,8.14600497924193e-29,172,48,12
"RMDQ21_v1","SF12_M1_7_v1",-0.97855207093199,1.75660941173077e-33,172,48,12
"RMDQ21_v1","SF12_M1_8_v1",0.788834703848336,8.80281695080283e-20,172,48,12
"RMDQ21_v1","SF12_M1_9_v1",-0.787864911608006,9.97804016992931e-20,172,48,12
"RMDQ21_v1","SF12_M1_10_v1",-0.768523853211338,1.14396288076414e-18,172,48,12
"RMDQ21_v1","SF12_M1_11_v1",-0.909261765022904,1.14436648607889e-27,172,48,12
"RMDQ21_v1","SF12_M1_12_v1",-0.898754266743232,7.03954193109592e-27,172,48,12
"RMDQ22_v1","SF12_M1_1_v1",0.734190533222143,4.27208903478243e-15,182,38,12
"RMDQ22_v1","SF12_M1_2_v1",-0.87887745561294,2.1053097311297e-22,182,38,12
"RMDQ22_v1","SF12_M1_3_v1",-0.961932412306738,7.38606730130919e-28,182,38,12
"RMDQ22_v1","SF12_M1_4_v1",-0.826445525680517,1.78548732971564e-19,182,38,12
"RMDQ22_v1","SF12_M1_5_v1",-0.907664425151231,3.59663436132357e-24,182,38,12
"RMDQ22_v1","SF12_M1_6_v1",-0.971724474567602,1.40609364308645e-28,182,38,12
"RMDQ22_v1","SF12_M1_7_v1",-0.9999,6.03310546734479e-36,182,38,12
"RMDQ22_v1","SF12_M1_8_v1",0.820861425316577,3.49433553619029e-19,182,38,12
"RMDQ22_v1","SF12_M1_9_v1",-0.871621293329978,5.62528170834296e-22,182,38,12
"RMDQ22_v1","SF12_M1_10_v1",-0.740592596471324,2.26423624531735e-15,182,38,12
"RMDQ22_v1","SF12_M1_11_v1",-0.946530791960538,9.24465515183206e-27,182,38,12
"RMDQ22_v1","SF12_M1_12_v1",-0.885048858258454,9.00573978594373e-23,182,38,12
"RMDQ23_v1","SF12_M1_1_v1",0.671003611537982,2.05961937969414e-12,183,37,12
"RMDQ23_v1","SF12_M1_2_v1",-0.838464311006359,7.98586541041748e-20,183,37,12
"RMDQ23_v1","SF12_M1_3_v1",-0.920809308123218,1.24426380680629e-24,183,37,12
"RMDQ23_v1","SF12_M1_4_v1",-0.751087714830794,1.28456170729334e-15,183,37,12
"RMDQ23_v1","SF12_M1_5_v1",-0.825133331908587,3.96621588485386e-19,183,37,12
"RMDQ23_v1","SF12_M1_6_v1",-0.928669226065572,3.84828682340159e-25,183,37,12
"RMDQ23_v1","SF12_M1_7_v1",-0.978976074497203,1.1997912023436e-28,183,37,12
"RMDQ23_v1","SF12_M1_8_v1",0.803432249698956,4.87223369698743e-18,183,37,12
"RMDQ23_v1","SF12_M1_9_v1",-0.802815947812569,5.22274895695231e-18,183,37,12
"RMDQ23_v1","SF12_M1_10_v1",-0.723166006163418,1.9520541238748e-14,183,37,12
"RMDQ23_v1","SF12_M1_11_v1",-0.932139430016855,2.27588099886363e-25,183,37,12
"RMDQ23_v1","SF12_M1_12_v1",-0.867341193487819,2.08999559871878e-21,183,37,12
"RMDQ24_v1","SF12_M1_1_v1",0.751547739525031,3.39888342573601e-15,185,35,12
"RMDQ24_v1","SF12_M1_2_v1",-0.941993934124047,3.58068088917057e-25,185,35,12
"RMDQ24_v1","SF12_M1_3_v1",-0.999158014254823,3.87818400057275e-29,185,35,12
"RMDQ24_v1","SF12_M1_4_v1",-0.839271001696248,2.88080098727712e-19,185,35,12
"RMDQ24_v1","SF12_M1_5_v1",-0.902538233210413,9.75019235968795e-23,185,35,12
"RMDQ24_v1","SF12_M1_6_v1",-0.9999,1.6466860853441e-30,185,35,12
"RMDQ24_v1","SF12_M1_7_v1",-0.9999,4.94001541793228e-36,185,35,12
"RMDQ24_v1","SF12_M1_8_v1",0.91150028350602,2.8544637760128e-23,185,35,12
"RMDQ24_v1","SF12_M1_9_v1",-0.911251515158917,2.95449769123814e-23,185,35,12
"RMDQ24_v1","SF12_M1_10_v1",-0.829096606624283,9.39668678119221e-19,185,35,12
"RMDQ24_v1","SF12_M1_11_v1",-0.9999,3.87472699273897e-34,185,35,12
"RMDQ24_v1","SF12_M1_12_v1",-0.995065903944566,7.79104232105677e-29,185,35,12
"DN4 - Alfinetada e agulhada","BPI - Atividde geral",0.713100440932508,7.73857910946678e-14,86,62,7
"DN4 - Alfinetada e agulhada","BPI - Humor",0.613691639769844,3.83318940044903e-10,86,62,7
"DN4 - Alfinetada e agulhada","BPI - Trabalho",0.608446627552246,5.66846387665462e-10,86,62,7
"DN4 - Alfinetada e agulhada","BPI - Relacionamento com outras pessoas",0.644183011741144,3.54333782063787e-11,86,62,7
"DN4 - Alfinetada e agulhada","BPI - Sono",0.530449207573034,1.07018731118758e-07,86,62,7
"DN4 - Alfinetada e agulhada","BPI - Habilidade para apreciar a vida",0.525841004711037,1.41338703968083e-07,86,62,7
"DN4 - Adormecimento","Andar_velocidade",-0.557735915750715,2.18865560956781e-06,87,33,15
"DN4 - Adormecimento","SF12_M1_2_v1",-0.534963948061279,8.34465677177554e-10,156,61,15
"DN4 - Adormecimento","SF12_M1_3_v1",-0.504657032055544,8.35691265560603e-09,156,61,15
"DN4 - Adormecimento","SF12_M1_4_v1",-0.52111297860825,2.44441576692352e-09,156,61,15
"DN4 - Adormecimento","SF12_M1_5_v1",-0.587595414252352,9.86690357376521e-12,156,61,15
"DN4 - Adormecimento","SF12_M1_8_v1",0.525768340800674,1.71038201427415e-09,156,61,15
"DN4 - Adormecimento","SF12_M1_9_v1",-0.537983386814734,6.56895456931395e-10,156,61,15
"DN4 - Coceira","BPI - Atividde geral",0.50303872239252,0.000920703046934311,137,11,7
"DN4 - Coceira","BPI - Humor",0.60130891956083,6.48194347239461e-05,137,11,7
"DN4 - Coceira","BPI - Habilidade de caminhar",0.502731165529404,0.000927655973416026,137,11,7
"DN4 - Coceira","BPI - Trabalho",0.517772768266697,0.000638538587873711,137,11,7
"DN4 - Coceira","BPI - Relacionamento com outras pessoas",0.654201480286923,1.24877760900492e-05,137,11,7
"DN4 - Coceira","BPI - Habilidade para apreciar a vida",0.543365927900374,0.000329425857064496,137,11,7
"DH4 - Hipoestesia ao toque","Ord_RMDQ",0.619762319636094,0.00204985912608015,122,5,8
"DH4 - Hipoestesia ao toque","SF12_M1_2_v1",-0.529735113303964,0.000748828771165688,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_3_v1",-0.560604372101092,0.000352647140456847,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_5_v1",-0.59293170018279,0.000153099181208251,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_8_v1",0.726435046731222,2.89222656616357e-06,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_9_v1",-0.593109818047961,0.000152376856282849,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_11_v1",-0.624763511910539,6.42366497304447e-05,212,8,12
"DH4 - Hipoestesia ao toque","SF12_M1_12_v1",-0.588665401628377,0.000171387102095363,212,8,12
"DN4 - Hipoestesia a picada de agulha","BPI - Sono",0.52078284596639,0.00127781122779195,139,9,7
"DN4 - Hipoestesia a picada de agulha","Ord_RMDQ",0.786236319857486,0.000258055104677833,123,4,8
"DN4 - Hipoestesia a picada de agulha","SF12_M1_3_v1",-0.525772741649583,0.000494848693157853,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_5_v1",-0.553165499492232,0.000241971810901881,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_8_v1",0.603425691077523,5.91363602912045e-05,211,9,12
"DN4 - Hipoestesia a picada de agulha","SF12_M1_11_v1",-0.51184177689382,0.000702216427854068,211,9,12
"DN4 - Escovação","BPI - Trabalho",0.555463486141493,0.00153603876638763,141,7,7
"DN4 - Escovação","Ord_RMDQ",0.786236319857486,0.000258055104677833,123,4,8
"DN4 - Escovação","SF12_M1_2_v1",-0.574242970681279,0.000473162141350663,213,7,12
"DN4 - Escovação","SF12_M1_3_v1",-0.605432447148629,0.000223137344822625,213,7,12
"DN4 - Escovação","SF12_M1_5_v1",-0.64393935613755,8.34306466400236e-05,213,7,12
"DN4 - Escovação","SF12_M1_6_v1",-0.532276776996774,0.00122262540740413,213,7,12
"DN4 - Escovação","SF12_M1_7_v1",-0.533559498564912,0.00118889019591815,213,7,12
"DN4 - Escovação","SF12_M1_8_v1",0.75598225008192,3.29978884837606e-06,213,7,12
"DN4 - Escovação","SF12_M1_9_v1",-0.609543659781627,0.000201485929797132,213,7,12
"DN4 - Escovação","SF12_M1_11_v1",-0.641244322049269,8.95599729927051e-05,213,7,12
"DN4 - Escovação","SF12_M1_12_v1",-0.59834834144296,0.000265607289088927,213,7,12
