;demonimador;numerador;FrequÃªncia;Qtd_1_Denom;Qtd_0_Demon;D0N0;D0N1;D1N0;D1N1
2347;D41;Cirurgia_coluna;0.833333333333333;6;112;62;50;1;5
2348;D41;Aposentado;0.285714285714286;7;125;96;29;5;2
2349;D41;Desempregado;0.142857142857143;7;123;99;24;6;1
2350;D41;Licenca_Medica;0.428571428571429;7;125;110;15;4;3
2351;D41;Aposentado_Invalidez;0.142857142857143;7;124;117;7;6;1
2352;D41;Analgésicos;0.714285714285714;7;123;40;83;2;5
2353;D41;OutraDoenca;0.285714285714286;7;123;75;48;5;2
2354;D41;Dor_costas;0.714285714285714;7;121;35;86;2;5
2355;D41;Dor_pernas;0.857142857142857;7;120;71;49;1;6
2356;D41;Retornar_trabalho;0.285714285714286;7;112;94;18;5;2
2357;D41;Masc;1;7;129;48;81;0;7
2358;D41;Fem;0;7;129;81;48;7;0
2359;D41;Casado_Amasiado;0.428571428571429;7;129;77;52;4;3
2360;D41;Solteiro;0.428571428571429;7;129;73;56;4;3
2361;D41;Separado_Divorciado;0;7;129;122;7;7;0
2362;D41;X4;0;7;129;126;3;7;0
2363;D41;X5;0;7;129;127;2;7;0
2364;D41;X6;0.142857142857143;7;129;120;9;6;1
2365;D41;Livrar_costas;0.833333333333333;6;94;13;81;1;5
2366;D41;Livrar_perna;0.166666666666667;6;94;81;13;5;1
2367;D41;Livrar_perda_sens;0;6;94;94;0;6;0
2368;D41;D1;0;7;129;128;1;7;0
2369;D41;D15;0.428571428571429;7;129;125;4;4;3
2370;D41;D16;0.571428571428571;7;129;113;16;3;4
2371;D41;D17;0.285714285714286;7;129;126;3;5;2
2372;D41;D18;0.285714285714286;7;129;115;14;5;2
2373;D41;D19;0;7;129;122;7;7;0
2374;D41;D2;0;7;129;121;8;7;0
2375;D41;D20;0;7;129;121;8;7;0
2376;D41;D21;0;7;129;122;7;7;0
2377;D41;D22;0;7;129;127;2;7;0
2378;D41;D23;0;7;129;127;2;7;0
2379;D41;D24;0;7;129;103;26;7;0
2380;D41;D25;0;7;129;125;4;7;0
2381;D41;D26;0;7;129;127;2;7;0
2382;D41;D27;0;7;129;124;5;7;0
2383;D41;D28;0;7;129;123;6;7;0
2384;D41;D29;0.857142857142857;7;129;93;36;1;6
2385;D41;D3;0;7;129;127;2;7;0
2386;D41;D30;0.571428571428571;7;129;71;58;3;4
2387;D41;D31;0.142857142857143;7;129;113;16;6;1
2388;D41;D32;0.571428571428571;7;129;96;33;3;4
2389;D41;D33;0;7;129;117;12;7;0
2390;D41;D34;0;7;129;126;3;7;0
2391;D41;D35;0;7;129;127;2;7;0
2392;D41;D36;0.571428571428571;7;129;125;4;3;4
2393;D41;D37;1;7;129;114;15;0;7
2394;D41;D38;0.142857142857143;7;129;127;2;6;1
2395;D41;D39;0.571428571428571;7;129;118;11;3;4
2396;D41;D4;0;7;129;125;4;7;0
2397;D41;D40;0.428571428571429;7;129;127;2;4;3
2398;D41;D41;1;7;129;129;0;0;7
2399;D41;D42;0;7;129;126;3;7;0
2400;D41;D43;0;7;129;126;3;7;0
2401;D41;D44;0.571428571428571;7;129;95;34;3;4
2402;D41;D45;0.142857142857143;7;129;118;11;6;1
2403;D41;D46;0.714285714285714;7;129;96;33;2;5
2404;D41;D47;0.142857142857143;7;129;118;11;6;1
2405;D41;D48;0.571428571428571;7;129;107;22;3;4
2406;D41;D49;0;7;129;116;13;7;0
2407;D41;D5;0;7;129;126;3;7;0
2408;D41;D50;0;7;129;127;2;7;0
2409;D41;D51;0;7;129;128;1;7;0
2410;D41;D52;0;7;129;127;2;7;0
2411;D41;D53;0;7;129;127;2;7;0
2412;D41;D9;0;7;129;128;1;7;0
2413;D42;Fuma;0.333333333333333;3;125;80;45;2;1
2414;D42;Cirurgia_coluna;0;2;116;61;55;2;0
2415;D42;Aposentado;0.333333333333333;3;129;99;30;2;1
2416;D42;Desempregado;0.333333333333333;3;127;103;24;2;1
2417;D42;Licenca_Medica;0.333333333333333;3;129;112;17;2;1
2418;D42;Aposentado_Invalidez;0;3;128;120;8;3;0
2419;D42;Analgésicos;0.5;2;128;41;87;1;1
2420;D42;OutraDoenca;0;3;127;77;50;3;0
2421;D42;Dor_costas;1;3;125;37;88;0;3
2422;D42;Dor_pernas;0;3;124;69;55;3;0
2423;D42;Retornar_trabalho;0.333333333333333;3;116;97;19;2;1
2424;D42;Masc;1;3;133;48;85;0;3
2425;D42;Fem;0;3;133;85;48;3;0
2426;D42;Casado_Amasiado;0.666666666666667;3;133;80;53;1;2
2427;D42;Solteiro;0.333333333333333;3;133;75;58;2;1
2428;D42;Separado_Divorciado;0;3;133;126;7;3;0
2429;D42;X4;0;3;133;130;3;3;0
2430;D42;X5;0;3;133;131;2;3;0
2431;D42;X6;0;3;133;123;10;3;0
2432;D42;Livrar_costas;1;2;98;14;84;0;2
2433;D42;Livrar_perna;0;2;98;84;14;2;0
2434;D42;Livrar_perda_sens;0;2;98;98;0;2;0
2435;D42;D1;0;3;133;132;1;3;0
2436;D42;D15;0;3;133;126;7;3;0
2437;D42;D16;0;3;133;113;20;3;0
2438;D42;D17;0;3;133;128;5;3;0
2439;D42;D18;0.666666666666667;3;133;119;14;1;2
2440;D42;D19;0.666666666666667;3;133;128;5;1;2
2441;D42;D2;0;3;133;125;8;3;0
2442;D42;D20;0.666666666666667;3;133;127;6;1;2
2443;D42;D21;0.333333333333333;3;133;127;6;2;1
2444;D42;D22;0.666666666666667;3;133;133;0;1;2
2445;D42;D23;0;3;133;131;2;3;0
2446;D42;D24;0;3;133;107;26;3;0
2447;D42;D25;0;3;133;129;4;3;0
2448;D42;D26;0.333333333333333;3;133;132;1;2;1
2449;D42;D27;0;3;133;128;5;3;0
2450;D42;D28;0;3;133;127;6;3;0
2451;D42;D29;0;3;133;91;42;3;0
2452;D42;D3;0;3;133;131;2;3;0
2453;D42;D30;0.333333333333333;3;133;72;61;2;1
2454;D42;D31;0;3;133;116;17;3;0
2455;D42;D32;0.333333333333333;3;133;97;36;2;1
2456;D42;D33;0;3;133;121;12;3;0
2457;D42;D34;0;3;133;130;3;3;0
2458;D42;D35;0;3;133;131;2;3;0
2459;D42;D36;0;3;133;125;8;3;0
2460;D42;D37;0;3;133;111;22;3;0
2461;D42;D38;0;3;133;130;3;3;0
2462;D42;D39;0;3;133;118;15;3;0
2463;D42;D4;0;3;133;129;4;3;0
2464;D42;D40;0;3;133;128;5;3;0
2465;D42;D41;0;3;133;126;7;3;0
2466;D42;D42;1;3;133;133;0;0;3
2467;D42;D43;0.333333333333333;3;133;131;2;2;1
2468;D42;D44;0.333333333333333;3;133;96;37;2;1
2469;D42;D45;0;3;133;121;12;3;0
2470;D42;D46;0;3;133;95;38;3;0
2471;D42;D47;0;3;133;121;12;3;0
2472;D42;D48;0;3;133;107;26;3;0
2473;D42;D49;0;3;133;120;13;3;0
2474;D42;D5;0;3;133;130;3;3;0
2475;D42;D50;0;3;133;131;2;3;0
2476;D42;D51;0;3;133;132;1;3;0
2477;D42;D52;0.333333333333333;3;133;132;1;2;1
2478;D42;D53;0;3;133;131;2;3;0
2479;D42;D9;0;3;133;132;1;3;0
2480;D43;Fuma;0.666666666666667;3;125;81;44;1;2
2481;D43;Cirurgia_coluna;0.5;2;116;62;54;1;1
2482;D43;Aposentado;0.333333333333333;3;129;99;30;2;1
2483;D43;Desempregado;0.333333333333333;3;127;103;24;2;1
2484;D43;Licenca_Medica;0.333333333333333;3;129;112;17;2;1
2485;D43;Aposentado_Invalidez;0;3;128;120;8;3;0
2486;D43;Analgésicos;1;3;127;42;85;0;3
2487;D43;OutraDoenca;0;3;127;77;50;3;0
2488;D43;Dor_costas;0.666666666666667;3;125;36;89;1;2
2489;D43;Dor_pernas;0;3;124;69;55;3;0
2490;D43;Retornar_trabalho;0.333333333333333;3;116;97;19;2;1
2491;D43;Masc;0.333333333333333;3;133;46;87;2;1
2492;D43;Fem;0.666666666666667;3;133;87;46;1;2
2493;D43;Casado_Amasiado;1;3;133;81;52;0;3
2494;D43;Solteiro;0;3;133;74;59;3;0
2495;D43;Separado_Divorciado;0;3;133;126;7;3;0
2496;D43;X4;0;3;133;130;3;3;0
2497;D43;X5;0;3;133;131;2;3;0
2498;D43;X6;0;3;133;123;10;3;0
2499;D43;Livrar_costas;1;2;98;14;84;0;2
2500;D43;Livrar_perna;0;2;98;84;14;2;0
2501;D43;Livrar_perda_sens;0;2;98;98;0;2;0
2502;D43;D1;0;3;133;132;1;3;0
2503;D43;D15;0;3;133;126;7;3;0
2504;D43;D16;0;3;133;113;20;3;0
2505;D43;D17;0;3;133;128;5;3;0
2506;D43;D18;0.666666666666667;3;133;119;14;1;2
2507;D43;D19;0.333333333333333;3;133;127;6;2;1
2508;D43;D2;0.333333333333333;3;133;126;7;2;1
2509;D43;D20;0.666666666666667;3;133;127;6;1;2
2510;D43;D21;0.666666666666667;3;133;128;5;1;2
2511;D43;D22;0.333333333333333;3;133;132;1;2;1
2512;D43;D23;0;3;133;131;2;3;0
2513;D43;D24;0;3;133;107;26;3;0
2514;D43;D25;0;3;133;129;4;3;0
2515;D43;D26;0.333333333333333;3;133;132;1;2;1
2516;D43;D27;0;3;133;128;5;3;0
2517;D43;D28;0.333333333333333;3;133;128;5;2;1
2518;D43;D29;0;3;133;91;42;3;0
2519;D43;D3;0;3;133;131;2;3;0
2520;D43;D30;0.333333333333333;3;133;72;61;2;1
2521;D43;D31;0;3;133;116;17;3;0
2522;D43;D32;0;3;133;96;37;3;0
2523;D43;D33;0;3;133;121;12;3;0
2524;D43;D34;0.333333333333333;3;133;131;2;2;1
2525;D43;D35;0;3;133;131;2;3;0
2526;D43;D36;0;3;133;125;8;3;0
2527;D43;D37;0;3;133;111;22;3;0
2528;D43;D38;0;3;133;130;3;3;0
2529;D43;D39;0;3;133;118;15;3;0
2530;D43;D4;0;3;133;129;4;3;0
2531;D43;D40;0;3;133;128;5;3;0
2532;D43;D41;0;3;133;126;7;3;0
2533;D43;D42;0.333333333333333;3;133;131;2;2;1
2534;D43;D43;1;3;133;133;0;0;3
2535;D43;D44;0;3;133;95;38;3;0
2536;D43;D45;0;3;133;121;12;3;0
2537;D43;D46;0;3;133;95;38;3;0
2538;D43;D47;0;3;133;121;12;3;0
2539;D43;D48;0;3;133;107;26;3;0
2540;D43;D49;0;3;133;120;13;3;0
2541;D43;D5;0;3;133;130;3;3;0
2542;D43;D50;0.333333333333333;3;133;132;1;2;1
2543;D43;D51;0;3;133;132;1;3;0
2544;D43;D52;0.333333333333333;3;133;132;1;2;1
2545;D43;D53;0.666666666666667;3;133;133;0;1;2
2546;D43;D9;0;3;133;132;1;3;0
2547;D44;Fuma;0.297297297297297;37;91;56;35;26;11
2548;D44;Cirurgia_coluna;0.514285714285714;35;83;46;37;17;18
2549;D44;Aposentado;0.315789473684211;38;94;75;19;26;12
2550;D44;Desempregado;0.0789473684210526;38;92;70;22;35;3
2551;D44;Licenca_Medica;0.157894736842105;38;94;82;12;32;6
2552;D44;Aposentado_Invalidez;0.108108108108108;37;94;90;4;33;4
2553;D44;Analgésicos;0.868421052631579;38;92;37;55;5;33
2554;D44;OutraDoenca;0.378378378378378;37;93;57;36;23;14
2555;D44;Dor_costas;0.891891891891892;37;91;33;58;4;33
2556;D44;Dor_pernas;0.837837837837838;37;90;66;24;6;31
2557;D44;Retornar_trabalho;0.205882352941176;34;85;72;13;27;7
2558;D44;Masc;0.763157894736842;38;98;39;59;9;29
2559;D44;Fem;0.236842105263158;38;98;59;39;29;9
2560;D44;Casado_Amasiado;0.5;38;98;62;36;19;19
2561;D44;Solteiro;0.315789473684211;38;98;51;47;26;12
2562;D44;Separado_Divorciado;0.0526315789473684;38;98;93;5;36;2
2563;D44;X4;0;38;98;95;3;38;0
2564;D44;X5;0;38;98;96;2;38;0
2565;D44;X6;0.131578947368421;38;98;93;5;33;5
2566;D44;Livrar_costas;0.777777777777778;36;64;6;58;8;28
2567;D44;Livrar_perna;0.222222222222222;36;64;58;6;28;8
2568;D44;Livrar_perda_sens;0;36;64;64;0;36;0
2569;D44;D1;0;38;98;97;1;38;0
2570;D44;D15;0.0526315789473684;38;98;93;5;36;2
2571;D44;D16;0.421052631578947;38;98;94;4;22;16
2572;D44;D17;0;38;98;93;5;38;0
2573;D44;D18;0;38;98;82;16;38;0
2574;D44;D19;0;38;98;91;7;38;0
2575;D44;D2;0.0263157894736842;38;98;91;7;37;1
2576;D44;D20;0;38;98;90;8;38;0
2577;D44;D21;0;38;98;91;7;38;0
2578;D44;D22;0;38;98;96;2;38;0
2579;D44;D23;0.0263157894736842;38;98;97;1;37;1
2580;D44;D24;0.0789473684210526;38;98;75;23;35;3
2581;D44;D25;0;38;98;94;4;38;0
2582;D44;D26;0;38;98;96;2;38;0
2583;D44;D27;0.0526315789473684;38;98;95;3;36;2
2584;D44;D28;0;38;98;92;6;38;0
2585;D44;D29;0.815789473684211;38;98;87;11;7;31
2586;D44;D3;0;38;98;96;2;38;0
2587;D44;D30;0.868421052631579;38;98;69;29;5;33
2588;D44;D31;0.105263157894737;38;98;85;13;34;4
2589;D44;D32;0.842105263157895;38;98;93;5;6;32
2590;D44;D33;0.0789473684210526;38;98;89;9;35;3
2591;D44;D34;0;38;98;95;3;38;0
2592;D44;D35;0;38;98;96;2;38;0
2593;D44;D36;0.0789473684210526;38;98;93;5;35;3
2594;D44;D37;0.421052631578947;38;98;92;6;22;16
2595;D44;D38;0.0263157894736842;38;98;96;2;37;1
2596;D44;D39;0.342105263157895;38;98;96;2;25;13
2597;D44;D4;0;38;98;94;4;38;0
2598;D44;D40;0.0263157894736842;38;98;94;4;37;1
2599;D44;D41;0.105263157894737;38;98;95;3;34;4
2600;D44;D42;0.0263157894736842;38;98;96;2;37;1
2601;D44;D43;0;38;98;95;3;38;0
2602;D44;D44;1;38;98;98;0;0;38
2603;D44;D45;0.184210526315789;38;98;93;5;31;7
2604;D44;D46;0.894736842105263;38;98;94;4;4;34
2605;D44;D47;0.157894736842105;38;98;92;6;32;6
2606;D44;D48;0.578947368421053;38;98;94;4;16;22
2607;D44;D49;0.157894736842105;38;98;91;7;32;6
2608;D44;D5;0.0263157894736842;38;98;96;2;37;1
2609;D44;D50;0;38;98;96;2;38;0
2610;D44;D51;0;38;98;97;1;38;0
2611;D44;D52;0.0263157894736842;38;98;97;1;37;1
2612;D44;D53;0;38;98;96;2;38;0
2613;D44;D9;0;38;98;97;1;38;0
2614;D45;Fuma;0.545454545454545;11;117;77;40;5;6
2615;D45;Cirurgia_coluna;0.7;10;108;60;48;3;7
2616;D45;Aposentado;0.181818181818182;11;121;92;29;9;2
2617;D45;Desempregado;0.0909090909090909;11;119;95;24;10;1
2618;D45;Licenca_Medica;0.0909090909090909;11;121;104;17;10;1
2619;D45;Aposentado_Invalidez;0.1;10;121;114;7;9;1
2620;D45;Analgésicos;0.75;12;118;39;79;3;9
2621;D45;OutraDoenca;0.416666666666667;12;118;73;45;7;5
2622;D45;Dor_costas;0.75;12;116;34;82;3;9
2623;D45;Dor_pernas;1;12;115;72;43;0;12
2624;D45;Retornar_trabalho;0.2;10;109;91;18;8;2
2625;D45;Masc;0.666666666666667;12;124;44;80;4;8
2626;D45;Fem;0.333333333333333;12;124;80;44;8;4
2627;D45;Casado_Amasiado;0.166666666666667;12;124;71;53;10;2
2628;D45;Solteiro;0.75;12;124;74;50;3;9
2629;D45;Separado_Divorciado;0;12;124;117;7;12;0
2630;D45;X4;0;12;124;121;3;12;0
2631;D45;X5;0;12;124;122;2;12;0
2632;D45;X6;0.0833333333333333;12;124;115;9;11;1
2633;D45;Livrar_costas;0.666666666666667;12;88;10;78;4;8
2634;D45;Livrar_perna;0.333333333333333;12;88;78;10;8;4
2635;D45;Livrar_perda_sens;0;12;88;88;0;12;0
2636;D45;D1;0;12;124;123;1;12;0
2637;D45;D15;0.166666666666667;12;124;119;5;10;2
2638;D45;D16;0.166666666666667;12;124;106;18;10;2
2639;D45;D17;0;12;124;119;5;12;0
2640;D45;D18;0;12;124;108;16;12;0
2641;D45;D19;0;12;124;117;7;12;0
2642;D45;D2;0.0833333333333333;12;124;117;7;11;1
2643;D45;D20;0;12;124;116;8;12;0
2644;D45;D21;0;12;124;117;7;12;0
2645;D45;D22;0;12;124;122;2;12;0
2646;D45;D23;0.0833333333333333;12;124;123;1;11;1
2647;D45;D24;0.0833333333333333;12;124;99;25;11;1
2648;D45;D25;0;12;124;120;4;12;0
2649;D45;D26;0;12;124;122;2;12;0
2650;D45;D27;0;12;124;119;5;12;0
2651;D45;D28;0;12;124;118;6;12;0
2652;D45;D29;0.25;12;124;85;39;9;3
2653;D45;D3;0;12;124;122;2;12;0
2654;D45;D30;0.833333333333333;12;124;72;52;2;10
2655;D45;D31;0.583333333333333;12;124;114;10;5;7
2656;D45;D32;0.25;12;124;90;34;9;3
2657;D45;D33;0.666666666666667;12;124;120;4;4;8
2658;D45;D34;0;12;124;121;3;12;0
2659;D45;D35;0;12;124;122;2;12;0
2660;D45;D36;0.166666666666667;12;124;118;6;10;2
2661;D45;D37;0.0833333333333333;12;124;103;21;11;1
2662;D45;D38;0.166666666666667;12;124;123;1;10;2
2663;D45;D39;0.0833333333333333;12;124;110;14;11;1
2664;D45;D4;0;12;124;120;4;12;0
2665;D45;D40;0.166666666666667;12;124;121;3;10;2
2666;D45;D41;0.0833333333333333;12;124;118;6;11;1
2667;D45;D42;0;12;124;121;3;12;0
2668;D45;D43;0;12;124;121;3;12;0
2669;D45;D44;0.583333333333333;12;124;93;31;5;7
2670;D45;D45;1;12;124;124;0;0;12
2671;D45;D46;0.583333333333333;12;124;93;31;5;7
2672;D45;D47;0.833333333333333;12;124;122;2;2;10
2673;D45;D48;0.25;12;124;101;23;9;3
2674;D45;D49;0.666666666666667;12;124;119;5;4;8
2675;D45;D5;0.0833333333333333;12;124;122;2;11;1
2676;D45;D50;0;12;124;122;2;12;0
2677;D45;D51;0;12;124;123;1;12;0
2678;D45;D52;0;12;124;122;2;12;0
2679;D45;D53;0;12;124;122;2;12;0
2680;D45;D9;0;12;124;123;1;12;0
2681;D46;Fuma;0.297297297297297;37;91;56;35;26;11
2682;D46;Cirurgia_coluna;0.5;34;84;46;38;17;17
2683;D46;Aposentado;0.289473684210526;38;94;74;20;27;11
2684;D46;Desempregado;0.105263157894737;38;92;71;21;34;4
2685;D46;Licenca_Medica;0.105263157894737;38;94;80;14;34;4
2686;D46;Aposentado_Invalidez;0.131578947368421;38;93;90;3;33;5
2687;D46;Analgésicos;0.868421052631579;38;92;37;55;5;33
2688;D46;OutraDoenca;0.459459459459459;37;93;60;33;20;17
2689;D46;Dor_costas;0.837837837837838;37;91;31;60;6;31
2690;D46;Dor_pernas;0.864864864864865;37;90;67;23;5;32
2691;D46;Retornar_trabalho;0.257142857142857;35;84;73;11;26;9
2692;D46;Masc;0.736842105263158;38;98;38;60;10;28
2693;D46;Fem;0.263157894736842;38;98;60;38;28;10
2694;D46;Casado_Amasiado;0.5;38;98;62;36;19;19
2695;D46;Solteiro;0.289473684210526;38;98;50;48;27;11
2696;D46;Separado_Divorciado;0.0526315789473684;38;98;93;5;36;2
2697;D46;X4;0;38;98;95;3;38;0
2698;D46;X5;0;38;98;96;2;38;0
2699;D46;X6;0.157894736842105;38;98;94;4;32;6
2700;D46;Livrar_costas;0.75;36;64;5;59;9;27
2701;D46;Livrar_perna;0.25;36;64;59;5;27;9
2702;D46;Livrar_perda_sens;0;36;64;64;0;36;0
2703;D46;D1;0;38;98;97;1;38;0
2704;D46;D15;0.0526315789473684;38;98;93;5;36;2
2705;D46;D16;0.421052631578947;38;98;94;4;22;16
2706;D46;D17;0.0263157894736842;38;98;94;4;37;1
2707;D46;D18;0.0526315789473684;38;98;84;14;36;2
2708;D46;D19;0.0526315789473684;38;98;93;5;36;2
2709;D46;D2;0.0526315789473684;38;98;92;6;36;2
2710;D46;D20;0;38;98;90;8;38;0
2711;D46;D21;0.0263157894736842;38;98;92;6;37;1
2712;D46;D22;0;38;98;96;2;38;0
2713;D46;D23;0.0263157894736842;38;98;97;1;37;1
2714;D46;D24;0.131578947368421;38;98;77;21;33;5
2715;D46;D25;0;38;98;94;4;38;0
2716;D46;D26;0;38;98;96;2;38;0
2717;D46;D27;0.0263157894736842;38;98;94;4;37;1
2718;D46;D28;0;38;98;92;6;38;0
2719;D46;D29;0.789473684210526;38;98;86;12;8;30
2720;D46;D3;0.0263157894736842;38;98;97;1;37;1
2721;D46;D30;0.868421052631579;38;98;69;29;5;33
2722;D46;D31;0.105263157894737;38;98;85;13;34;4
2723;D46;D32;0.789473684210526;38;98;91;7;8;30
2724;D46;D33;0.0789473684210526;38;98;89;9;35;3
2725;D46;D34;0;38;98;95;3;38;0
2726;D46;D35;0;38;98;96;2;38;0
2727;D46;D36;0.0789473684210526;38;98;93;5;35;3
2728;D46;D37;0.447368421052632;38;98;93;5;21;17
2729;D46;D38;0.0263157894736842;38;98;96;2;37;1
2730;D46;D39;0.394736842105263;38;98;98;0;23;15
2731;D46;D4;0.0263157894736842;38;98;95;3;37;1
2732;D46;D40;0.0263157894736842;38;98;94;4;37;1
2733;D46;D41;0.131578947368421;38;98;96;2;33;5
2734;D46;D42;0;38;98;95;3;38;0
2735;D46;D43;0;38;98;95;3;38;0
2736;D46;D44;0.894736842105263;38;98;94;4;4;34
2737;D46;D45;0.184210526315789;38;98;93;5;31;7
2738;D46;D46;1;38;98;98;0;0;38
2739;D46;D47;0.210526315789474;38;98;94;4;30;8
2740;D46;D48;0.631578947368421;38;98;96;2;14;24
2741;D46;D49;0.184210526315789;38;98;92;6;31;7
2742;D46;D5;0.0263157894736842;38;98;96;2;37;1
2743;D46;D50;0;38;98;96;2;38;0
2744;D46;D51;0;38;98;97;1;38;0
2745;D46;D52;0;38;98;96;2;38;0
2746;D46;D53;0;38;98;96;2;38;0
2747;D46;D9;0;38;98;97;1;38;0
2748;D47;Fuma;0.583333333333333;12;116;77;39;5;7
2749;D47;Cirurgia_coluna;0.666666666666667;9;109;60;49;3;6
2750;D47;Aposentado;0.0909090909090909;11;121;91;30;10;1
2751;D47;Desempregado;0.181818181818182;11;119;96;23;9;2
2752;D47;Licenca_Medica;0.0909090909090909;11;121;104;17;10;1
2753;D47;Aposentado_Invalidez;0.181818181818182;11;120;114;6;9;2
2754;D47;Analgésicos;0.666666666666667;12;118;38;80;4;8
2755;D47;OutraDoenca;0.416666666666667;12;118;73;45;7;5
2756;D47;Dor_costas;0.666666666666667;12;116;33;83;4;8
2757;D47;Dor_pernas;1;12;115;72;43;0;12
2758;D47;Retornar_trabalho;0.272727272727273;11;108;91;17;8;3
2759;D47;Masc;0.666666666666667;12;124;44;80;4;8
2760;D47;Fem;0.333333333333333;12;124;80;44;8;4
2761;D47;Casado_Amasiado;0.166666666666667;12;124;71;53;10;2
2762;D47;Solteiro;0.666666666666667;12;124;73;51;4;8
2763;D47;Separado_Divorciado;0;12;124;117;7;12;0
2764;D47;X4;0.0833333333333333;12;124;122;2;11;1
2765;D47;X5;0;12;124;122;2;12;0
2766;D47;X6;0.0833333333333333;12;124;115;9;11;1
2767;D47;Livrar_costas;0.583333333333333;12;88;9;79;5;7
2768;D47;Livrar_perna;0.416666666666667;12;88;79;9;7;5
2769;D47;Livrar_perda_sens;0;12;88;88;0;12;0
2770;D47;D1;0;12;124;123;1;12;0
2771;D47;D15;0.25;12;124;120;4;9;3
2772;D47;D16;0.0833333333333333;12;124;105;19;11;1
2773;D47;D17;0;12;124;119;5;12;0
2774;D47;D18;0.0833333333333333;12;124;109;15;11;1
2775;D47;D19;0.0833333333333333;12;124;118;6;11;1
2776;D47;D2;0.166666666666667;12;124;118;6;10;2
2777;D47;D20;0;12;124;116;8;12;0
2778;D47;D21;0;12;124;117;7;12;0
2779;D47;D22;0;12;124;122;2;12;0
2780;D47;D23;0.0833333333333333;12;124;123;1;11;1
2781;D47;D24;0.166666666666667;12;124;100;24;10;2
2782;D47;D25;0;12;124;120;4;12;0
2783;D47;D26;0;12;124;122;2;12;0
2784;D47;D27;0;12;124;119;5;12;0
2785;D47;D28;0;12;124;118;6;12;0
2786;D47;D29;0.25;12;124;85;39;9;3
2787;D47;D3;0.0833333333333333;12;124;123;1;11;1
2788;D47;D30;0.75;12;124;71;53;3;9
2789;D47;D31;0.666666666666667;12;124;115;9;4;8
2790;D47;D32;0.166666666666667;12;124;89;35;10;2
2791;D47;D33;0.583333333333333;12;124;119;5;5;7
2792;D47;D34;0;12;124;121;3;12;0
2793;D47;D35;0;12;124;122;2;12;0
2794;D47;D36;0.25;12;124;119;5;9;3
2795;D47;D37;0.0833333333333333;12;124;103;21;11;1
2796;D47;D38;0.25;12;124;124;0;9;3
2797;D47;D39;0.0833333333333333;12;124;110;14;11;1
2798;D47;D4;0.0833333333333333;12;124;121;3;11;1
2799;D47;D40;0.25;12;124;122;2;9;3
2800;D47;D41;0.0833333333333333;12;124;118;6;11;1
