,demonimador,numerador,Frequência,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
1,Analgésicos,Fuma,0.25203252,123,63,49,14,92,31
2,Analgésicos,Cirurgia_coluna,0.385185185,135,63,39,24,83,52
3,Analgésicos,Aposentado,0.181102362,127,66,54,12,104,23
4,Analgésicos,Desempregado,0.144,125,64,54,10,107,18
5,Analgésicos,Licenca_Medica,0.088,125,66,58,8,114,11
6,Analgésicos,Aposentado_Invalidez,0.055555556,126,64,63,1,119,7
7,Analgésicos,Analgésicos,1,147,68,68,0,0,147
8,Analgésicos,OutraDoenca,0.401515152,132,67,45,22,79,53
9,Analgésicos,Dor_costas,0.727941176,136,64,41,23,37,99
10,Analgésicos,Dor_pernas,0.402985075,134,64,54,10,80,54
11,Analgésicos,Retornar_trabalho,0.135338346,133,59,56,3,115,18
12,Analgésicos,Masc,0.693877551,147,68,27,41,45,102
13,Analgésicos,Fem,0.306122449,147,68,41,27,102,45
14,Analgésicos,Casado_Amasiado,0.459016393,122,65,40,25,66,56
15,Analgésicos,Solteiro,0.393442623,122,65,33,32,74,48
16,Analgésicos,Separado_Divorciado,0.049180328,122,65,63,2,116,6
17,Analgésicos,X4,0.016393443,122,65,64,1,120,2
18,Analgésicos,X5,0.008196721,122,65,62,3,121,1
19,Analgésicos,X6,0.073770492,122,65,63,2,113,9
20,Analgésicos,Livrar_costas,0.886597938,97,26,4,22,11,86
21,Analgésicos,Livrar_perna,0.113402062,97,26,23,3,86,11
22,Analgésicos,Livrar_perda_sens,0,97,26,25,1,97,0
23,Analgésicos,X1,0.011363636,88,42,42,0,87,1
24,Analgésicos,X15,0.034090909,88,42,38,4,85,3
25,Analgésicos,X16,0.204545455,88,42,40,2,70,18
26,Analgésicos,X17,0.045454545,88,42,41,1,84,4
27,Analgésicos,X18,0.147727273,88,42,40,2,75,13
28,Analgésicos,X19,0.056818182,88,42,41,1,83,5
29,Analgésicos,X2,0.079545455,88,42,41,1,81,7
30,Analgésicos,X20,0.068181818,88,42,41,1,82,6
31,Analgésicos,X21,0.068181818,88,42,41,1,82,6
32,Analgésicos,X22,0.011363636,88,42,42,0,87,1
33,Analgésicos,X23,0.022727273,88,42,42,0,86,2
34,Analgésicos,X24,0.193181818,88,42,33,9,71,17
35,Analgésicos,X25,0.034090909,88,42,41,1,85,3
36,Analgésicos,X26,0.022727273,88,42,42,0,86,2
37,Analgésicos,X27,0.045454545,88,42,41,1,84,4
38,Analgésicos,X28,0.045454545,88,42,40,2,84,4
39,Analgésicos,X29,0.397727273,88,42,35,7,53,35
40,Analgésicos,X3,0.022727273,88,42,42,0,86,2
41,Analgésicos,X30,0.602272727,88,42,33,9,35,53
42,Analgésicos,X31,0.102272727,88,42,34,8,79,9
43,Analgésicos,X32,0.375,88,42,38,4,55,33
44,Analgésicos,X33,0.090909091,88,42,38,4,80,8
45,Analgésicos,X34,0.022727273,88,42,41,1,86,2
46,Analgésicos,X35,0.022727273,88,42,42,0,86,2
47,Analgésicos,X36,0.034090909,88,42,37,5,85,3
48,Analgésicos,X37,0.204545455,88,42,38,4,70,18
49,Analgésicos,X38,0.011363636,88,42,40,2,87,1
50,Analgésicos,X39,0.159090909,88,42,41,1,74,14
51,Analgésicos,X4,0.045454545,88,42,42,0,84,4
52,Analgésicos,X40,0.022727273,88,42,39,3,86,2
53,Analgésicos,X41,0.056818182,88,42,40,2,83,5
54,Analgésicos,X42,0.011363636,88,42,41,1,87,1
55,Analgésicos,X43,0.034090909,88,42,42,0,85,3
56,Analgésicos,X44,0.375,88,42,37,5,55,33
57,Analgésicos,X45,0.102272727,88,42,39,3,79,9
58,Analgésicos,X46,0.375,88,42,37,5,55,33
59,Analgésicos,X47,0.090909091,88,42,38,4,80,8
60,Analgésicos,X48,0.25,88,42,38,4,66,22
61,Analgésicos,X49,0.090909091,88,42,37,5,80,8
62,Analgésicos,X5,0.022727273,88,42,41,1,86,2
63,Analgésicos,X50,0.011363636,88,42,41,1,87,1
64,Analgésicos,X51,0.011363636,88,42,42,0,87,1
65,Analgésicos,X52,0.011363636,88,42,41,1,87,1
66,Analgésicos,X53,0.022727273,88,42,42,0,86,2
67,Analgésicos,X9,0.011363636,88,42,42,0,87,1
68,Aposentado,Fuma,0.323529412,34,155,121,34,23,11
69,Aposentado,Cirurgia_coluna,0.606060606,33,151,99,52,13,20
70,Aposentado,Aposentado,1,37,164,164,0,0,37
71,Aposentado,Desempregado,0.305555556,36,161,142,19,25,11
72,Aposentado,Licenca_Medica,0.138888889,36,163,149,14,31,5
73,Aposentado,Aposentado_Invalidez,0.028571429,35,159,152,7,34,1
74,Aposentado,Analgésicos,0.657142857,35,158,54,104,12,23
75,Aposentado,OutraDoenca,0.513513514,37,158,106,52,18,19
76,Aposentado,Dor_costas,0.694444444,36,157,65,92,11,25
77,Aposentado,Dor_pernas,0.388888889,36,155,108,47,22,14
78,Aposentado,Retornar_trabalho,0.433333333,30,146,138,8,17,13
79,Aposentado,Masc,0.783783784,37,164,61,103,8,29
80,Aposentado,Fem,0.216216216,37,164,103,61,29,8
81,Aposentado,Casado_Amasiado,0.441176471,34,156,88,68,19,15
82,Aposentado,Solteiro,0.264705882,34,156,84,72,25,9
83,Aposentado,Separado_Divorciado,0.088235294,34,156,151,5,31,3
84,Aposentado,X4,0,34,156,153,3,34,0
85,Aposentado,X5,0,34,156,152,4,34,0
86,Aposentado,X6,0.205882353,34,156,152,4,27,7
87,Aposentado,Livrar_costas,0.961538462,26,93,13,80,1,25
88,Aposentado,Livrar_perna,0.038461538,26,93,81,12,25,1
89,Aposentado,Livrar_perda_sens,0,26,93,92,1,26,0
90,Aposentado,X1,0,31,101,100,1,31,0
91,Aposentado,X15,0.032258065,31,101,96,5,30,1
92,Aposentado,X16,0.290322581,31,101,90,11,22,9
93,Aposentado,X17,0,31,101,96,5,31,0
94,Aposentado,X18,0.064516129,31,101,87,14,29,2
95,Aposentado,X19,0.064516129,31,101,96,5,29,2
96,Aposentado,X2,0.064516129,31,101,95,6,29,2
97,Aposentado,X20,0.064516129,31,101,95,6,29,2
98,Aposentado,X21,0.064516129,31,101,96,5,29,2
99,Aposentado,X22,0.032258065,31,101,100,1,30,1
100,Aposentado,X23,0.032258065,31,101,100,1,30,1
101,Aposentado,X24,0.129032258,31,101,79,22,27,4
102,Aposentado,X25,0.064516129,31,101,99,2,29,2
103,Aposentado,X26,0.032258065,31,101,100,1,30,1
104,Aposentado,X27,0.064516129,31,101,98,3,29,2
105,Aposentado,X28,0.064516129,31,101,97,4,29,2
106,Aposentado,X29,0.419354839,31,101,72,29,18,13
107,Aposentado,X3,0,31,101,99,2,31,0
108,Aposentado,X30,0.64516129,31,101,59,42,11,20
109,Aposentado,X31,0.096774194,31,101,88,13,28,3
110,Aposentado,X32,0.322580645,31,101,74,27,21,10
111,Aposentado,X33,0.032258065,31,101,91,10,30,1
112,Aposentado,X34,0.032258065,31,101,99,2,30,1
113,Aposentado,X35,0.032258065,31,101,100,1,30,1
114,Aposentado,X36,0.064516129,31,101,96,5,29,2
115,Aposentado,X37,0.290322581,31,101,88,13,22,9
116,Aposentado,X38,0,31,101,99,2,31,0
117,Aposentado,X39,0.225806452,31,101,93,8,24,7
118,Aposentado,X4,0.032258065,31,101,98,3,30,1
119,Aposentado,X40,0,31,101,97,4,31,0
120,Aposentado,X41,0.064516129,31,101,96,5,29,2
121,Aposentado,X42,0.032258065,31,101,99,2,30,1
122,Aposentado,X43,0.032258065,31,101,99,2,30,1
123,Aposentado,X44,0.387096774,31,101,75,26,19,12
124,Aposentado,X45,0.064516129,31,101,92,9,29,2
125,Aposentado,X46,0.35483871,31,101,74,27,20,11
126,Aposentado,X47,0.032258065,31,101,91,10,30,1
127,Aposentado,X48,0.322580645,31,101,85,16,21,10
128,Aposentado,X49,0.032258065,31,101,90,11,30,1
129,Aposentado,X5,0.064516129,31,101,100,1,29,2
130,Aposentado,X50,0,31,101,99,2,31,0
131,Aposentado,X51,0.032258065,31,101,101,0,30,1
132,Aposentado,X52,0,31,101,99,2,31,0
133,Aposentado,X53,0,31,101,99,2,31,0
134,Aposentado,X9,0.032258065,31,101,101,0,30,1
135,Aposentado_Invalidez,Fuma,0.625,8,174,135,39,3,5
136,Aposentado_Invalidez,Cirurgia_coluna,0.4,5,176,107,69,3,2
137,Aposentado_Invalidez,Aposentado,0.125,8,186,152,34,7,1
138,Aposentado_Invalidez,Desempregado,0.375,8,183,157,26,5,3
139,Aposentado_Invalidez,Licenca_Medica,0.375,8,184,169,15,5,3
140,Aposentado_Invalidez,Aposentado_Invalidez,1,8,189,189,0,0,8
141,Aposentado_Invalidez,Analgésicos,0.875,8,182,63,119,1,7
142,Aposentado_Invalidez,OutraDoenca,0.625,8,184,117,67,3,5
143,Aposentado_Invalidez,Dor_costas,0.875,8,182,74,108,1,7
144,Aposentado_Invalidez,Dor_pernas,0.875,8,180,128,52,1,7
145,Aposentado_Invalidez,Retornar_trabalho,0.571428571,7,167,150,17,3,4
146,Aposentado_Invalidez,Masc,0.5,8,189,65,124,4,4
147,Aposentado_Invalidez,Fem,0.5,8,189,124,65,4,4
148,Aposentado_Invalidez,Casado_Amasiado,0.375,8,178,98,80,5,3
149,Aposentado_Invalidez,Solteiro,0.5,8,178,105,73,4,4
150,Aposentado_Invalidez,Separado_Divorciado,0,8,178,170,8,8,0
151,Aposentado_Invalidez,X4,0,8,178,175,3,8,0
152,Aposentado_Invalidez,X5,0,8,178,174,4,8,0
153,Aposentado_Invalidez,X6,0.125,8,178,168,10,7,1
154,Aposentado_Invalidez,Livrar_costas,0.75,8,109,13,96,2,6
155,Aposentado_Invalidez,Livrar_perna,0.25,8,109,98,11,6,2
156,Aposentado_Invalidez,Livrar_perda_sens,0,8,109,107,2,8,0
157,Aposentado_Invalidez,X1,0,8,123,122,1,8,0
158,Aposentado_Invalidez,X15,0.125,8,123,118,5,7,1
159,Aposentado_Invalidez,X16,0.375,8,123,107,16,5,3
160,Aposentado_Invalidez,X17,0,8,123,118,5,8,0
161,Aposentado_Invalidez,X18,0.125,8,123,108,15,7,1
162,Aposentado_Invalidez,X19,0.125,8,123,117,6,7,1
163,Aposentado_Invalidez,X2,0.125,8,123,116,7,7,1
164,Aposentado_Invalidez,X20,0.125,8,123,116,7,7,1
165,Aposentado_Invalidez,X21,0,8,123,116,7,8,0
166,Aposentado_Invalidez,X22,0,8,123,121,2,8,0
167,Aposentado_Invalidez,X23,0,8,123,121,2,8,0
168,Aposentado_Invalidez,X24,0.375,8,123,100,23,5,3
169,Aposentado_Invalidez,X25,0,8,123,119,4,8,0
170,Aposentado_Invalidez,X26,0,8,123,121,2,8,0
171,Aposentado_Invalidez,X27,0.125,8,123,119,4,7,1
172,Aposentado_Invalidez,X28,0,8,123,117,6,8,0
173,Aposentado_Invalidez,X29,0.625,8,123,86,37,3,5
174,Aposentado_Invalidez,X3,0.125,8,123,122,1,7,1
175,Aposentado_Invalidez,X30,0.875,8,123,69,54,1,7
176,Aposentado_Invalidez,X31,0.125,8,123,108,15,7,1
177,Aposentado_Invalidez,X32,0.5,8,123,91,32,4,4
178,Aposentado_Invalidez,X33,0,8,123,113,10,8,0
179,Aposentado_Invalidez,X34,0,8,123,120,3,8,0
180,Aposentado_Invalidez,X35,0,8,123,121,2,8,0
181,Aposentado_Invalidez,X36,0,8,123,116,7,8,0
182,Aposentado_Invalidez,X37,0.25,8,123,103,20,6,2
183,Aposentado_Invalidez,X38,0,8,123,121,2,8,0
184,Aposentado_Invalidez,X39,0.125,8,123,109,14,7,1
185,Aposentado_Invalidez,X4,0.125,8,123,120,3,7,1
186,Aposentado_Invalidez,X40,0,8,123,119,4,8,0
187,Aposentado_Invalidez,X41,0.125,8,123,117,6,7,1
188,Aposentado_Invalidez,X42,0,8,123,120,3,8,0
189,Aposentado_Invalidez,X43,0,8,123,120,3,8,0
190,Aposentado_Invalidez,X44,0.5,8,123,90,33,4,4
191,Aposentado_Invalidez,X45,0.125,8,123,114,9,7,1
192,Aposentado_Invalidez,X46,0.625,8,123,90,33,3,5
193,Aposentado_Invalidez,X47,0.25,8,123,114,9,6,2
194,Aposentado_Invalidez,X48,0.25,8,123,99,24,6,2
195,Aposentado_Invalidez,X49,0,8,123,111,12,8,0
196,Aposentado_Invalidez,X5,0,8,123,120,3,8,0
197,Aposentado_Invalidez,X50,0,8,123,121,2,8,0
198,Aposentado_Invalidez,X51,0,8,123,122,1,8,0
199,Aposentado_Invalidez,X52,0,8,123,121,2,8,0
200,Aposentado_Invalidez,X53,0,8,123,121,2,8,0
201,Aposentado_Invalidez,X9,0,8,123,122,1,8,0
202,Casado_Amasiado,Fuma,0.142857143,84,109,75,34,72,12
203,Casado_Amasiado,Cirurgia_coluna,0.353658537,82,96,53,43,53,29
204,Casado_Amasiado,Aposentado,0.180722892,83,107,88,19,68,15
205,Casado_Amasiado,Desempregado,0.109756098,82,104,87,17,73,9
206,Casado_Amasiado,Licenca_Medica,0.061728395,81,107,93,14,76,5
207,Casado_Amasiado,Aposentado_Invalidez,0.036144578,83,103,98,5,80,3
208,Casado_Amasiado,Analgésicos,0.691358025,81,106,40,66,25,56
209,Casado_Amasiado,OutraDoenca,0.333333333,84,105,64,41,56,28
210,Casado_Amasiado,Dor_costas,0.614457831,83,103,45,58,32,51
211,Casado_Amasiado,Dor_pernas,0.313253012,83,102,66,36,57,26
212,Casado_Amasiado,Retornar_trabalho,0.098591549,71,96,82,14,64,7
213,Casado_Amasiado,Masc,0.588235294,85,117,33,84,35,50
214,Casado_Amasiado,Fem,0.411764706,85,117,84,33,50,35
215,Casado_Amasiado,Casado_Amasiado,1,85,117,117,0,0,85
216,Casado_Amasiado,Solteiro,0,85,117,29,88,85,0
217,Casado_Amasiado,Separado_Divorciado,0,85,117,109,8,85,0
218,Casado_Amasiado,X4,0,85,117,114,3,85,0
219,Casado_Amasiado,X5,0,85,117,111,6,85,0
220,Casado_Amasiado,X6,0,85,117,105,12,85,0
221,Casado_Amasiado,Livrar_costas,0.891304348,46,66,10,56,5,41
222,Casado_Amasiado,Livrar_perna,0.108695652,46,66,57,9,41,5
223,Casado_Amasiado,Livrar_perda_sens,0,46,66,65,1,46,0
224,Casado_Amasiado,X1,0.018181818,55,81,81,0,54,1
225,Casado_Amasiado,X15,0.054545455,55,81,77,4,52,3
226,Casado_Amasiado,X16,0.181818182,55,81,71,10,45,10
227,Casado_Amasiado,X17,0.036363636,55,81,78,3,53,2
228,Casado_Amasiado,X18,0.109090909,55,81,71,10,49,6
229,Casado_Amasiado,X19,0.054545455,55,81,77,4,52,3
230,Casado_Amasiado,X2,0.018181818,55,81,74,7,54,1
231,Casado_Amasiado,X20,0.072727273,55,81,77,4,51,4
232,Casado_Amasiado,X21,0.090909091,55,81,79,2,50,5
233,Casado_Amasiado,X22,0.036363636,55,81,81,0,53,2
234,Casado_Amasiado,X23,0,55,81,79,2,55,0
235,Casado_Amasiado,X24,0.2,55,81,66,15,44,11
236,Casado_Amasiado,X25,0.018181818,55,81,78,3,54,1
237,Casado_Amasiado,X26,0.036363636,55,81,81,0,53,2
238,Casado_Amasiado,X27,0,55,81,76,5,55,0
239,Casado_Amasiado,X28,0.036363636,55,81,77,4,53,2
240,Casado_Amasiado,X29,0.4,55,81,61,20,33,22
241,Casado_Amasiado,X3,0,55,81,79,2,55,0
242,Casado_Amasiado,X30,0.527272727,55,81,48,33,26,29
243,Casado_Amasiado,X31,0.090909091,55,81,69,12,50,5
244,Casado_Amasiado,X32,0.327272727,55,81,62,19,37,18
245,Casado_Amasiado,X33,0.072727273,55,81,73,8,51,4
246,Casado_Amasiado,X34,0.018181818,55,81,79,2,54,1
247,Casado_Amasiado,X35,0,55,81,79,2,55,0
248,Casado_Amasiado,X36,0.072727273,55,81,77,4,51,4
249,Casado_Amasiado,X37,0.2,55,81,70,11,44,11
250,Casado_Amasiado,X38,0,55,81,78,3,55,0
251,Casado_Amasiado,X39,0.145454545,55,81,74,7,47,8
252,Casado_Amasiado,X4,0,55,81,77,4,55,0
253,Casado_Amasiado,X40,0.018181818,55,81,77,4,54,1
254,Casado_Amasiado,X41,0.054545455,55,81,77,4,52,3
255,Casado_Amasiado,X42,0.036363636,55,81,80,1,53,2
256,Casado_Amasiado,X43,0.054545455,55,81,81,0,52,3
257,Casado_Amasiado,X44,0.345454545,55,81,62,19,36,19
258,Casado_Amasiado,X45,0.036363636,55,81,71,10,53,2
259,Casado_Amasiado,X46,0.345454545,55,81,62,19,36,19
260,Casado_Amasiado,X47,0.036363636,55,81,71,10,53,2
261,Casado_Amasiado,X48,0.218181818,55,81,67,14,43,12
262,Casado_Amasiado,X49,0.090909091,55,81,73,8,50,5
263,Casado_Amasiado,X5,0,55,81,78,3,55,0
264,Casado_Amasiado,X50,0.018181818,55,81,80,1,54,1
265,Casado_Amasiado,X51,0,55,81,80,1,55,0
266,Casado_Amasiado,X52,0.018181818,55,81,80,1,54,1
267,Casado_Amasiado,X53,0.036363636,55,81,81,0,53,2
268,Casado_Amasiado,X9,0,55,81,80,1,55,0
269,Cirurgia_coluna,Fuma,0.314285714,70,108,96,12,48,22
270,Cirurgia_coluna,Cirurgia_coluna,1,79,134,134,0,0,79
271,Cirurgia_coluna,Aposentado,0.277777778,72,112,99,13,52,20
272,Cirurgia_coluna,Desempregado,0.208333333,72,108,99,9,57,15
273,Cirurgia_coluna,Licenca_Medica,0.138888889,72,110,107,3,62,10
274,Cirurgia_coluna,Aposentado_Invalidez,0.028169014,71,110,107,3,69,2
275,Cirurgia_coluna,Analgésicos,0.684210526,76,122,39,83,24,52
276,Cirurgia_coluna,OutraDoenca,0.373333333,75,114,69,45,47,28
277,Cirurgia_coluna,Dor_costas,0.64,75,115,48,67,27,48
278,Cirurgia_coluna,Dor_pernas,0.410958904,73,113,89,24,43,30
279,Cirurgia_coluna,Retornar_trabalho,0.119402985,67,118,110,8,59,8
280,Cirurgia_coluna,Masc,0.708860759,79,134,49,85,23,56
281,Cirurgia_coluna,Fem,0.291139241,79,134,85,49,56,23
282,Cirurgia_coluna,Casado_Amasiado,0.402777778,72,106,53,53,43,29
283,Cirurgia_coluna,Solteiro,0.430555556,72,106,64,42,41,31
284,Cirurgia_coluna,Separado_Divorciado,0.041666667,72,106,101,5,69,3
285,Cirurgia_coluna,X4,0,72,106,105,1,72,0
286,Cirurgia_coluna,X5,0.027777778,72,106,104,2,70,2
287,Cirurgia_coluna,X6,0.097222222,72,106,103,3,65,7
288,Cirurgia_coluna,Livrar_costas,0.86,50,63,8,55,7,43
289,Cirurgia_coluna,Livrar_perna,0.12,50,63,56,7,44,6
290,Cirurgia_coluna,Livrar_perda_sens,0.02,50,63,62,1,49,1
291,Cirurgia_coluna,X1,0,55,63,62,1,55,0
292,Cirurgia_coluna,X15,0.090909091,55,63,63,0,50,5
293,Cirurgia_coluna,X16,0.145454545,55,63,54,9,47,8
294,Cirurgia_coluna,X17,0.036363636,55,63,62,1,53,2
295,Cirurgia_coluna,X18,0.127272727,55,63,58,5,48,7
296,Cirurgia_coluna,X19,0,55,63,59,4,55,0
297,Cirurgia_coluna,X2,0.054545455,55,63,61,2,52,3
298,Cirurgia_coluna,X20,0.018181818,55,63,58,5,54,1
299,Cirurgia_coluna,X21,0,55,63,58,5,55,0
300,Cirurgia_coluna,X22,0,55,63,62,1,55,0
301,Cirurgia_coluna,X23,0.018181818,55,63,62,1,54,1
302,Cirurgia_coluna,X24,0.163636364,55,63,50,13,46,9
303,Cirurgia_coluna,X25,0.036363636,55,63,61,2,53,2
304,Cirurgia_coluna,X26,0,55,63,62,1,55,0
305,Cirurgia_coluna,X27,0.054545455,55,63,63,0,52,3
306,Cirurgia_coluna,X28,0.054545455,55,63,61,2,52,3
307,Cirurgia_coluna,X29,0.345454545,55,63,45,18,36,19
308,Cirurgia_coluna,X3,0,55,63,62,1,55,0
309,Cirurgia_coluna,X30,0.490909091,55,63,36,27,28,27
310,Cirurgia_coluna,X31,0.145454545,55,63,58,5,47,8
311,Cirurgia_coluna,X32,0.272727273,55,63,46,17,40,15
312,Cirurgia_coluna,X33,0.072727273,55,63,58,5,51,4
313,Cirurgia_coluna,X34,0.036363636,55,63,63,0,53,2
314,Cirurgia_coluna,X35,0.036363636,55,63,63,0,53,2
315,Cirurgia_coluna,X36,0.109090909,55,63,63,0,49,6
316,Cirurgia_coluna,X37,0.181818182,55,63,54,9,45,10
317,Cirurgia_coluna,X38,0.036363636,55,63,63,0,53,2
318,Cirurgia_coluna,X39,0.109090909,55,63,55,8,49,6
319,Cirurgia_coluna,X4,0.036363636,55,63,62,1,53,2
320,Cirurgia_coluna,X40,0.072727273,55,63,63,0,51,4
321,Cirurgia_coluna,X41,0.090909091,55,63,62,1,50,5
322,Cirurgia_coluna,X42,0,55,63,61,2,55,0
323,Cirurgia_coluna,X43,0.018181818,55,63,62,1,54,1
324,Cirurgia_coluna,X44,0.327272727,55,63,46,17,37,18
325,Cirurgia_coluna,X45,0.127272727,55,63,60,3,48,7
326,Cirurgia_coluna,X46,0.309090909,55,63,46,17,38,17
327,Cirurgia_coluna,X47,0.109090909,55,63,60,3,49,6
328,Cirurgia_coluna,X48,0.163636364,55,63,48,15,46,9
329,Cirurgia_coluna,X49,0.090909091,55,63,57,6,50,5
330,Cirurgia_coluna,X5,0.036363636,55,63,63,0,53,2
331,Cirurgia_coluna,X50,0.018181818,55,63,63,0,54,1
332,Cirurgia_coluna,X51,0.018181818,55,63,63,0,54,1
333,Cirurgia_coluna,X52,0.018181818,55,63,62,1,54,1
334,Cirurgia_coluna,X53,0.018181818,55,63,62,1,54,1
335,Cirurgia_coluna,X9,0.018181818,55,63,63,0,54,1
336,Desempregado,Fuma,0.392857143,28,157,123,34,17,11
337,Desempregado,Cirurgia_coluna,0.625,24,156,99,57,9,15
338,Desempregado,Aposentado,0.366666667,30,167,142,25,19,11
339,Desempregado,Desempregado,1,30,167,167,0,0,30
340,Desempregado,Licenca_Medica,0.266666667,30,166,155,11,22,8
341,Desempregado,Aposentado_Invalidez,0.103448276,29,162,157,5,26,3
342,Desempregado,Analgésicos,0.642857143,28,161,54,107,10,18
343,Desempregado,OutraDoenca,0.466666667,30,161,105,56,16,14
344,Desempregado,Dor_costas,0.9,30,160,72,88,3,27
345,Desempregado,Dor_pernas,0.333333333,30,158,108,50,20,10
346,Desempregado,Retornar_trabalho,0.269230769,26,147,135,12,19,7
347,Desempregado,Masc,0.6,30,167,57,110,12,18
348,Desempregado,Fem,0.4,30,167,110,57,18,12
349,Desempregado,Casado_Amasiado,0.346153846,26,160,87,73,17,9
350,Desempregado,Solteiro,0.538461538,26,160,95,65,12,14
